id;sat_clave;sat_estado;sat_municipio;sat_localidad
16,899;03918;DIF;;
16,900;03919;DIF;;
16,901;03920;DIF;014;03
16,902;03921;DIF;;
16,903;03922;DIF;;
16,904;03923;DIF;;
16,905;03924;DIF;;
16,906;03925;DIF;;
16,907;03926;DIF;;
16,908;03927;DIF;;
16,909;03928;DIF;;
16,910;03929;DIF;;
16,911;03930;DIF;014;03
16,912;03931;DIF;;
16,913;03932;DIF;;
16,914;03933;DIF;;
16,915;03934;DIF;;
16,916;03935;DIF;;
16,917;03936;DIF;;
16,918;03937;DIF;;
16,919;03938;DIF;;
16,920;03939;DIF;;
16,921;03940;DIF;014;03
16,922;03941;DIF;;
16,923;03942;DIF;;
16,924;03943;DIF;;
16,925;03944;DIF;;
16,926;03945;DIF;;
16,927;03946;DIF;;
16,928;03947;DIF;;
16,929;03948;DIF;;
16,930;03949;DIF;;
16,931;03950;DIF;;
16,932;03951;DIF;;
16,933;03952;DIF;;
16,934;03953;DIF;;
16,935;03954;DIF;;
16,936;03955;DIF;;
16,937;03956;DIF;;
16,938;03957;DIF;;
16,939;03958;DIF;;
16,940;03959;DIF;;
16,941;03960;DIF;;
16,942;03961;DIF;;
16,943;03962;DIF;;
16,944;03963;DIF;;
16,945;03964;DIF;;
16,946;03965;DIF;;
16,947;03966;DIF;;
16,948;03967;DIF;;
16,949;03968;DIF;;
16,950;03969;DIF;;
16,951;03970;DIF;;
16,952;03971;DIF;;
16,953;03972;DIF;;
16,954;03973;DIF;;
16,955;03974;DIF;;
16,956;03975;DIF;;
16,957;03976;DIF;;
16,958;03977;DIF;;
16,959;03978;DIF;;
16,960;03979;DIF;;
16,961;03980;DIF;;
16,962;03981;DIF;;
16,963;03982;DIF;;
16,964;03983;DIF;;
16,965;03984;DIF;;
16,966;03985;DIF;;
16,967;03986;DIF;;
16,968;03987;DIF;;
16,969;03988;DIF;;
16,970;03989;DIF;;
16,971;03990;DIF;;
16,972;03991;DIF;;
16,973;03992;DIF;;
16,974;03993;DIF;;
16,975;03994;DIF;;
16,976;03995;DIF;;
16,977;03996;DIF;;
16,978;03997;DIF;;
16,979;03998;DIF;;
16,980;03999;DIF;;
16,981;04000;DIF;003;04
16,982;04001;DIF;;
16,983;04002;DIF;;
16,984;04003;DIF;;
16,985;04004;DIF;;
16,986;04005;DIF;;
16,987;04006;DIF;;
16,988;04007;DIF;;
16,989;04008;DIF;;
16,990;04009;DIF;003;04
16,991;04010;DIF;003;04
16,992;04011;DIF;;
16,993;04012;DIF;;
16,994;04013;DIF;;
16,995;04014;DIF;;
16,996;04015;DIF;;
16,997;04016;DIF;;
16,998;04017;DIF;;
16,999;04018;DIF;;
17,000;04019;DIF;;
17,001;04020;DIF;003;04
17,002;04021;DIF;;
17,003;04022;DIF;;
17,004;04023;DIF;;
17,005;04024;DIF;;
17,006;04025;DIF;;
17,007;04026;DIF;;
17,008;04027;DIF;;
17,009;04028;DIF;;
17,010;04029;DIF;;
17,011;04030;DIF;003;04
17,012;04031;DIF;;
17,013;04032;DIF;;
17,014;04033;DIF;;
17,015;04034;DIF;;
17,016;04035;DIF;;
17,017;04036;DIF;;
17,018;04037;DIF;;
17,019;04038;DIF;;
17,020;04039;DIF;;
17,021;04040;DIF;003;04
17,022;04041;DIF;;
17,023;04042;DIF;;
17,024;04043;DIF;;
17,025;04044;DIF;;
17,026;04045;DIF;;
17,027;04046;DIF;;
17,028;04047;DIF;;
17,029;04048;DIF;;
17,030;04049;DIF;;
17,031;04050;DIF;;
17,032;04051;DIF;;
17,033;04052;DIF;;
17,034;04053;DIF;;
17,035;04054;DIF;;
17,036;04055;DIF;;
17,037;04056;DIF;;
17,038;04057;DIF;;
17,039;04058;DIF;;
17,040;04059;DIF;;
17,041;04060;DIF;;
17,042;04061;DIF;;
17,043;04062;DIF;;
17,044;04063;DIF;;
17,045;04064;DIF;;
17,046;04065;DIF;;
17,047;04066;DIF;;
17,048;04067;DIF;;
17,049;04068;DIF;;
17,050;04069;DIF;;
17,051;04070;DIF;;
17,052;04071;DIF;;
17,053;04072;DIF;;
17,054;04073;DIF;;
17,055;04074;DIF;;
17,056;04075;DIF;;
17,057;04076;DIF;;
17,058;04077;DIF;;
17,059;04078;DIF;;
17,060;04079;DIF;;
17,061;04080;DIF;;
17,062;04081;DIF;;
17,063;04082;DIF;;
17,064;04083;DIF;;
17,065;04084;DIF;;
17,066;04085;DIF;;
17,067;04086;DIF;;
17,068;04087;DIF;;
17,069;04088;DIF;;
17,070;04089;DIF;;
17,071;04090;DIF;;
17,072;04091;DIF;;
17,073;04092;DIF;;
17,074;04093;DIF;;
17,075;04094;DIF;;
17,076;04095;DIF;;
17,077;04096;DIF;;
17,078;04097;DIF;;
17,079;04098;DIF;;
17,080;04099;DIF;;
17,081;04100;DIF;003;04
17,082;04101;DIF;;
17,083;04102;DIF;;
17,084;04103;DIF;;
17,085;04104;DIF;;
17,086;04105;DIF;;
17,087;04106;DIF;;
17,088;04107;DIF;;
17,089;04108;DIF;;
17,090;04109;DIF;;
17,091;04110;DIF;003;04
17,092;04111;DIF;;
17,093;04112;DIF;;
17,094;04113;DIF;;
17,095;04114;DIF;;
17,096;04115;DIF;;
17,097;04116;DIF;;
17,098;04117;DIF;;
17,099;04118;DIF;;
17,100;04119;DIF;;
17,101;04120;DIF;003;04
17,102;04121;DIF;;
17,103;04122;DIF;;
17,104;04123;DIF;;
17,105;04124;DIF;;
17,106;04125;DIF;;
17,107;04126;DIF;;
17,108;04127;DIF;;
17,109;04128;DIF;;
17,110;04129;DIF;003;04
17,111;04130;DIF;;
17,112;04131;DIF;;
17,113;04132;DIF;;
17,114;04133;DIF;;
17,115;04134;DIF;;
17,116;04135;DIF;;
17,117;04136;DIF;;
17,118;04137;DIF;;
17,119;04138;DIF;;
17,120;04139;DIF;;
17,121;04140;DIF;;
17,122;04141;DIF;;
17,123;04142;DIF;;
17,124;04143;DIF;;
17,125;04144;DIF;;
17,126;04145;DIF;;
17,127;04146;DIF;;
17,128;04147;DIF;;
17,129;04148;DIF;;
17,130;04149;DIF;;
17,131;04150;DIF;;
17,132;04151;DIF;;
17,133;04152;DIF;;
17,134;04153;DIF;;
17,135;04154;DIF;;
17,136;04155;DIF;;
17,137;04156;DIF;;
17,138;04157;DIF;;
17,139;04158;DIF;;
17,140;04159;DIF;;
17,141;04160;DIF;;
17,142;04161;DIF;;
17,143;04162;DIF;;
17,144;04163;DIF;;
17,145;04164;DIF;;
17,146;04165;DIF;;
17,147;04166;DIF;;
17,148;04167;DIF;;
17,149;04168;DIF;;
17,150;04169;DIF;;
17,151;04170;DIF;;
17,152;04171;DIF;;
17,153;04172;DIF;;
17,154;04173;DIF;;
17,155;04174;DIF;;
17,156;04175;DIF;;
17,157;04176;DIF;;
17,158;04177;DIF;;
17,159;04178;DIF;;
17,160;04179;DIF;;
17,161;04180;DIF;;
17,162;04181;DIF;;
17,163;04182;DIF;;
17,164;04183;DIF;;
17,165;04184;DIF;;
17,166;04185;DIF;;
17,167;04186;DIF;;
17,168;04187;DIF;;
17,169;04188;DIF;;
17,170;04189;DIF;;
17,171;04190;DIF;;
17,172;04191;DIF;;
17,173;04192;DIF;;
17,174;04193;DIF;;
17,175;04194;DIF;;
17,176;04195;DIF;;
17,177;04196;DIF;;
17,178;04197;DIF;;
17,179;04198;DIF;;
17,180;04199;DIF;;
17,181;04200;DIF;003;04
17,182;04201;DIF;;
17,183;04202;DIF;;
17,184;04203;DIF;;
17,185;04204;DIF;;
17,186;04205;DIF;;
17,187;04206;DIF;;
17,188;04207;DIF;;
17,189;04208;DIF;;
17,190;04209;DIF;;
17,191;04210;DIF;003;04
17,192;04211;DIF;;
17,193;04212;DIF;;
17,194;04213;DIF;;
17,195;04214;DIF;;
17,196;04215;DIF;;
17,197;04216;DIF;;
17,198;04217;DIF;;
17,199;04218;DIF;;
17,200;04219;DIF;;
17,201;04220;DIF;;
17,202;04221;DIF;;
17,203;04222;DIF;;
17,204;04223;DIF;;
17,205;04224;DIF;;
17,206;04225;DIF;;
17,207;04226;DIF;;
17,208;04227;DIF;;
17,209;04228;DIF;;
17,210;04229;DIF;;
17,211;04230;DIF;003;04
17,212;04231;DIF;;
17,213;04232;DIF;;
17,214;04233;DIF;;
17,215;04234;DIF;;
17,216;04235;DIF;;
17,217;04236;DIF;;
17,218;04237;DIF;;
17,219;04238;DIF;;
17,220;04239;DIF;003;04
17,221;04240;DIF;003;04
17,222;04241;DIF;;
17,223;04242;DIF;;
17,224;04243;DIF;;
17,225;04244;DIF;;
17,226;04245;DIF;;
17,227;04246;DIF;;
17,228;04247;DIF;;
17,229;04248;DIF;;
17,230;04249;DIF;;
17,231;04250;DIF;003;04
17,232;04251;DIF;;
17,233;04252;DIF;;
17,234;04253;DIF;;
17,235;04254;DIF;;
17,236;04255;DIF;;
17,237;04256;DIF;;
17,238;04257;DIF;;
17,239;04258;DIF;;
17,240;04259;DIF;003;04
17,241;04260;DIF;003;04
17,242;04261;DIF;;
17,243;04262;DIF;;
17,244;04263;DIF;;
17,245;04264;DIF;;
17,246;04265;DIF;;
17,247;04266;DIF;;
17,248;04267;DIF;;
17,249;04268;DIF;;
17,250;04269;DIF;;
17,251;04270;DIF;003;04
17,252;04271;DIF;;
17,253;04272;DIF;;
17,254;04273;DIF;;
17,255;04274;DIF;;
17,256;04275;DIF;;
17,257;04276;DIF;;
17,258;04277;DIF;;
17,259;04278;DIF;;
17,260;04279;DIF;;
17,261;04280;DIF;003;04
17,262;04281;DIF;;
17,263;04282;DIF;;
17,264;04283;DIF;;
17,265;04284;DIF;;
17,266;04285;DIF;;
17,267;04286;DIF;;
17,268;04287;DIF;;
17,269;04288;DIF;;
17,270;04289;DIF;;
17,271;04290;DIF;;
17,272;04291;DIF;;
17,273;04292;DIF;;
17,274;04293;DIF;;
17,275;04294;DIF;;
17,276;04295;DIF;;
17,277;04296;DIF;;
17,278;04297;DIF;;
17,279;04298;DIF;;
17,280;04299;DIF;;
17,281;04300;DIF;003;04
17,282;04301;DIF;;
17,283;04302;DIF;;
17,284;04303;DIF;;
17,285;04304;DIF;;
17,286;04305;DIF;;
17,287;04306;DIF;;
17,288;04307;DIF;003;04
17,289;04308;DIF;;
17,290;04309;DIF;003;04
17,291;04310;DIF;003;04
17,292;04311;DIF;;
17,293;04312;DIF;;
17,294;04313;DIF;;
17,295;04314;DIF;;
17,296;04315;DIF;;
17,297;04316;DIF;;
17,298;04317;DIF;003;04
17,299;04318;DIF;003;04
17,300;04319;DIF;003;04
17,301;04320;DIF;003;04
17,302;04321;DIF;;
17,303;04322;DIF;;
17,304;04323;DIF;;
17,305;04324;DIF;;
17,306;04325;DIF;;
17,307;04326;DIF;003;04
17,308;04327;DIF;003;04
17,309;04328;DIF;;
17,310;04329;DIF;;
17,311;04330;DIF;003;04
17,312;04331;DIF;;
17,313;04332;DIF;;
17,314;04333;DIF;;
17,315;04334;DIF;;
17,316;04335;DIF;;
17,317;04336;DIF;003;04
17,318;04337;DIF;003;04
17,319;04338;DIF;003;04
17,320;04339;DIF;;
17,321;04340;DIF;003;04
17,322;04341;DIF;;
17,323;04342;DIF;;
17,324;04343;DIF;;
17,325;04344;DIF;;
17,326;04345;DIF;;
17,327;04346;DIF;;
17,328;04347;DIF;;
17,329;04348;DIF;;
17,330;04349;DIF;;
17,331;04350;DIF;003;04
17,332;04351;DIF;;
17,333;04352;DIF;;
17,334;04353;DIF;;
17,335;04354;DIF;;
17,336;04355;DIF;;
17,337;04356;DIF;;
17,338;04357;DIF;;
17,339;04358;DIF;;
17,340;04359;DIF;003;04
17,341;04360;DIF;003;04
17,342;04361;DIF;;
17,343;04362;DIF;;
17,344;04363;DIF;;
17,345;04364;DIF;;
17,346;04365;DIF;;
17,347;04366;DIF;;
17,348;04367;DIF;;
17,349;04368;DIF;003;04
17,350;04369;DIF;003;04
17,351;04370;DIF;003;04
17,352;04371;DIF;;
17,353;04372;DIF;;
17,354;04373;DIF;;
17,355;04374;DIF;;
17,356;04375;DIF;;
17,357;04376;DIF;;
17,358;04377;DIF;;
17,359;04378;DIF;;
17,360;04379;DIF;;
17,361;04380;DIF;003;04
17,362;04381;DIF;;
17,363;04382;DIF;;
17,364;04383;DIF;;
17,365;04384;DIF;;
17,366;04385;DIF;;
17,367;04386;DIF;;
17,368;04387;DIF;;
17,369;04388;DIF;;
17,370;04389;DIF;;
17,371;04390;DIF;003;04
17,372;04391;DIF;;
17,373;04392;DIF;;
17,374;04393;DIF;;
17,375;04394;DIF;;
17,376;04395;DIF;;
17,377;04396;DIF;;
17,378;04397;DIF;;
17,379;04398;DIF;;
17,380;04399;DIF;;
17,381;04400;DIF;003;04
17,382;04401;DIF;;
17,383;04402;DIF;;
17,384;04403;DIF;;
17,385;04404;DIF;;
17,386;04405;DIF;;
17,387;04406;DIF;;
17,388;04407;DIF;;
17,389;04408;DIF;;
17,390;04409;DIF;;
17,391;04410;DIF;003;04
17,392;04411;DIF;;
17,393;04412;DIF;;
17,394;04413;DIF;;
17,395;04414;DIF;;
17,396;04415;DIF;;
17,397;04416;DIF;;
17,398;04417;DIF;;
17,399;04418;DIF;;
17,400;04419;DIF;;
17,401;04420;DIF;003;04
17,402;04421;DIF;;
17,403;04422;DIF;;
17,404;04423;DIF;;
17,405;04424;DIF;;
17,406;04425;DIF;;
17,407;04426;DIF;;
17,408;04427;DIF;;
17,409;04428;DIF;;
17,410;04429;DIF;;
17,411;04430;DIF;;
17,412;04431;DIF;;
17,413;04432;DIF;;
17,414;04433;DIF;;
17,415;04434;DIF;;
17,416;04435;DIF;;
17,417;04436;DIF;;
17,418;04437;DIF;;
17,419;04438;DIF;;
17,420;04439;DIF;;
17,421;04440;DIF;003;04
17,422;04441;DIF;;
17,423;04442;DIF;;
17,424;04443;DIF;;
17,425;04444;DIF;;
17,426;04445;DIF;;
17,427;04446;DIF;;
17,428;04447;DIF;;
17,429;04448;DIF;;
17,430;04449;DIF;;
17,431;04450;DIF;003;04
17,432;04451;DIF;;
17,433;04452;DIF;;
17,434;04453;DIF;;
17,435;04454;DIF;;
17,436;04455;DIF;;
17,437;04456;DIF;;
17,438;04457;DIF;;
17,439;04458;DIF;;
17,440;04459;DIF;;
17,441;04460;DIF;003;04
17,442;04461;DIF;;
17,443;04462;DIF;;
17,444;04463;DIF;;
17,445;04464;DIF;;
17,446;04465;DIF;;
17,447;04466;DIF;;
17,448;04467;DIF;;
17,449;04468;DIF;;
17,450;04469;DIF;;
17,451;04470;DIF;003;04
17,452;04471;DIF;;
17,453;04472;DIF;;
17,454;04473;DIF;;
17,455;04474;DIF;;
17,456;04475;DIF;;
17,457;04476;DIF;;
17,458;04477;DIF;;
17,459;04478;DIF;;
17,460;04479;DIF;;
17,461;04480;DIF;003;04
17,462;04481;DIF;;
17,463;04482;DIF;;
17,464;04483;DIF;;
17,465;04484;DIF;;
17,466;04485;DIF;;
17,467;04486;DIF;;
17,468;04487;DIF;;
17,469;04488;DIF;;
17,470;04489;DIF;003;04
17,471;04490;DIF;003;04
17,472;04491;DIF;;
17,473;04492;DIF;;
17,474;04493;DIF;;
17,475;04494;DIF;;
17,476;04495;DIF;;
17,477;04496;DIF;;
17,478;04497;DIF;;
17,479;04498;DIF;;
17,480;04499;DIF;;
17,481;04500;DIF;003;04
17,482;04501;DIF;;
17,483;04502;DIF;;
17,484;04503;DIF;;
17,485;04504;DIF;;
17,486;04505;DIF;;
17,487;04506;DIF;;
17,488;04507;DIF;;
17,489;04508;DIF;;
17,490;04509;DIF;;
17,491;04510;DIF;003;04
17,492;04511;DIF;;
17,493;04512;DIF;;
17,494;04513;DIF;;
17,495;04514;DIF;;
17,496;04515;DIF;;
17,497;04516;DIF;;
17,498;04517;DIF;;
17,499;04518;DIF;;
17,500;04519;DIF;003;04
17,501;04520;DIF;;
17,502;04521;DIF;;
17,503;04522;DIF;;
17,504;04523;DIF;;
17,505;04524;DIF;;
17,506;04525;DIF;;
17,507;04526;DIF;;
17,508;04527;DIF;;
17,509;04528;DIF;;
17,510;04529;DIF;;
17,511;04530;DIF;003;04
17,512;04531;DIF;;
17,513;04532;DIF;;
17,514;04533;DIF;;
17,515;04534;DIF;;
17,516;04535;DIF;003;04
17,517;04536;DIF;;
17,518;04537;DIF;;
17,519;04538;DIF;;
17,520;04539;DIF;;
17,521;04540;DIF;;
17,522;04541;DIF;;
17,523;04542;DIF;;
17,524;04543;DIF;;
17,525;04544;DIF;;
17,526;04545;DIF;;
17,527;04546;DIF;;
17,528;04547;DIF;;
17,529;04548;DIF;;
17,530;04549;DIF;;
17,531;04550;DIF;;
17,532;04551;DIF;;
17,533;04552;DIF;;
17,534;04553;DIF;;
17,535;04554;DIF;;
17,536;04555;DIF;;
17,537;04556;DIF;;
17,538;04557;DIF;;
17,539;04558;DIF;;
17,540;04559;DIF;;
17,541;04560;DIF;;
17,542;04561;DIF;;
17,543;04562;DIF;;
17,544;04563;DIF;;
17,545;04564;DIF;;
17,546;04565;DIF;;
17,547;04566;DIF;;
17,548;04567;DIF;;
17,549;04568;DIF;;
17,550;04569;DIF;;
17,551;04570;DIF;;
17,552;04571;DIF;;
17,553;04572;DIF;;
17,554;04573;DIF;;
17,555;04574;DIF;;
17,556;04575;DIF;;
17,557;04576;DIF;;
17,558;04577;DIF;;
17,559;04578;DIF;;
17,560;04579;DIF;;
17,561;04580;DIF;;
17,562;04581;DIF;;
17,563;04582;DIF;;
17,564;04583;DIF;;
17,565;04584;DIF;;
17,566;04585;DIF;;
17,567;04586;DIF;;
17,568;04587;DIF;;
17,569;04588;DIF;;
17,570;04589;DIF;;
17,571;04590;DIF;;
17,572;04591;DIF;;
17,573;04592;DIF;;
17,574;04593;DIF;;
17,575;04594;DIF;;
17,576;04595;DIF;;
17,577;04596;DIF;;
17,578;04597;DIF;;
17,579;04598;DIF;;
17,580;04599;DIF;;
17,581;04600;DIF;003;04
17,582;04601;DIF;;
17,583;04602;DIF;;
17,584;04603;DIF;;
17,585;04604;DIF;;
17,586;04605;DIF;;
17,587;04606;DIF;;
17,588;04607;DIF;;
17,589;04608;DIF;;
17,590;04609;DIF;;
17,591;04610;DIF;003;04
17,592;04611;DIF;;
17,593;04612;DIF;;
17,594;04613;DIF;;
17,595;04614;DIF;;
17,596;04615;DIF;;
17,597;04616;DIF;;
17,598;04617;DIF;;
17,599;04618;DIF;;
17,600;04619;DIF;;
17,601;04620;DIF;003;04
17,602;04621;DIF;;
17,603;04622;DIF;;
17,604;04623;DIF;;
17,605;04624;DIF;;
17,606;04625;DIF;;
17,607;04626;DIF;;
17,608;04627;DIF;;
17,609;04628;DIF;;
17,610;04629;DIF;;
17,611;04630;DIF;003;04
17,612;04631;DIF;;
17,613;04632;DIF;;
17,614;04633;DIF;;
17,615;04634;DIF;;
17,616;04635;DIF;;
17,617;04636;DIF;;
17,618;04637;DIF;;
17,619;04638;DIF;;
17,620;04639;DIF;;
17,621;04640;DIF;003;04
17,622;04641;DIF;;
17,623;04642;DIF;;
17,624;04643;DIF;;
17,625;04644;DIF;;
17,626;04645;DIF;;
17,627;04646;DIF;;
17,628;04647;DIF;;
17,629;04648;DIF;;
17,630;04649;DIF;;
17,631;04650;DIF;003;04
17,632;04651;DIF;;
17,633;04652;DIF;;
17,634;04653;DIF;;
17,635;04654;DIF;;
17,636;04655;DIF;;
17,637;04656;DIF;;
17,638;04657;DIF;;
17,639;04658;DIF;;
17,640;04659;DIF;;
17,641;04660;DIF;003;04
17,642;04661;DIF;;
17,643;04662;DIF;;
17,644;04663;DIF;;
17,645;04664;DIF;;
17,646;04665;DIF;;
17,647;04666;DIF;;
17,648;04667;DIF;;
17,649;04668;DIF;;
17,650;04669;DIF;;
17,651;04670;DIF;;
17,652;04671;DIF;;
17,653;04672;DIF;;
17,654;04673;DIF;;
17,655;04674;DIF;;
17,656;04675;DIF;;
17,657;04676;DIF;;
17,658;04677;DIF;;
17,659;04678;DIF;;
17,660;04679;DIF;;
17,661;04680;DIF;;
17,662;04681;DIF;;
17,663;04682;DIF;;
17,664;04683;DIF;;
17,665;04684;DIF;;
17,666;04685;DIF;;
17,667;04686;DIF;;
17,668;04687;DIF;;
17,669;04688;DIF;;
17,670;04689;DIF;;
17,671;04690;DIF;;
17,672;04691;DIF;;
17,673;04692;DIF;;
17,674;04693;DIF;;
17,675;04694;DIF;;
17,676;04695;DIF;;
17,677;04696;DIF;;
17,678;04697;DIF;;
17,679;04698;DIF;;
17,680;04699;DIF;;
17,681;04700;DIF;003;04
17,682;04701;DIF;;
17,683;04702;DIF;;
17,684;04703;DIF;;
17,685;04704;DIF;;
17,686;04705;DIF;;
17,687;04706;DIF;;
17,688;04707;DIF;;
17,689;04708;DIF;;
17,690;04709;DIF;;
17,691;04710;DIF;003;04
17,692;04711;DIF;;
17,693;04712;DIF;;
17,694;04713;DIF;;
17,695;04714;DIF;;
17,696;04715;DIF;;
17,697;04716;DIF;;
17,698;04717;DIF;;
17,699;04718;DIF;003;04
17,700;04719;DIF;003;04
17,701;04720;DIF;003;04
17,702;04721;DIF;;
17,703;04722;DIF;;
17,704;04723;DIF;;
17,705;04724;DIF;;
17,706;04725;DIF;;
17,707;04726;DIF;;
17,708;04727;DIF;;
17,709;04728;DIF;;
17,710;04729;DIF;003;04
17,711;04730;DIF;003;04
17,712;04731;DIF;;
17,713;04732;DIF;;
17,714;04733;DIF;;
17,715;04734;DIF;;
17,716;04735;DIF;;
17,717;04736;DIF;;
17,718;04737;DIF;;
17,719;04738;DIF;003;04
17,720;04739;DIF;003;04
17,721;04740;DIF;;
17,722;04741;DIF;;
17,723;04742;DIF;;
17,724;04743;DIF;;
17,725;04744;DIF;;
17,726;04745;DIF;;
17,727;04746;DIF;;
17,728;04747;DIF;;
17,729;04748;DIF;;
17,730;04749;DIF;;
17,731;04750;DIF;;
17,732;04751;DIF;;
17,733;04752;DIF;;
17,734;04753;DIF;;
17,735;04754;DIF;;
17,736;04755;DIF;;
17,737;04756;DIF;;
17,738;04757;DIF;;
17,739;04758;DIF;;
17,740;04759;DIF;;
17,741;04760;DIF;;
17,742;04761;DIF;;
17,743;04762;DIF;;
17,744;04763;DIF;;
17,745;04764;DIF;;
17,746;04765;DIF;;
17,747;04766;DIF;;
17,748;04767;DIF;;
17,749;04768;DIF;;
17,750;04769;DIF;;
17,751;04770;DIF;;
17,752;04771;DIF;;
17,753;04772;DIF;;
17,754;04773;DIF;;
17,755;04774;DIF;;
17,756;04775;DIF;;
17,757;04776;DIF;;
17,758;04777;DIF;;
17,759;04778;DIF;;
17,760;04779;DIF;;
17,761;04780;DIF;;
17,762;04781;DIF;;
17,763;04782;DIF;;
17,764;04783;DIF;;
17,765;04784;DIF;;
17,766;04785;DIF;;
17,767;04786;DIF;;
17,768;04787;DIF;;
17,769;04788;DIF;;
17,770;04789;DIF;;
17,771;04790;DIF;;
17,772;04791;DIF;;
17,773;04792;DIF;;
17,774;04793;DIF;;
17,775;04794;DIF;;
17,776;04795;DIF;;
17,777;04796;DIF;;
17,778;04797;DIF;;
17,779;04798;DIF;;
17,780;04799;DIF;;
17,781;04800;DIF;003;04
17,782;04801;DIF;;
17,783;04802;DIF;;
17,784;04803;DIF;;
17,785;04804;DIF;;
17,786;04805;DIF;;
17,787;04806;DIF;;
17,788;04807;DIF;;
17,789;04808;DIF;;
17,790;04809;DIF;;
17,791;04810;DIF;003;04
17,792;04811;DIF;;
17,793;04812;DIF;;
17,794;04813;DIF;;
17,795;04814;DIF;;
17,796;04815;DIF;003;04
17,797;04816;DIF;;
17,798;04817;DIF;;
17,799;04818;DIF;;
17,800;04819;DIF;;
17,801;04820;DIF;;
17,802;04821;DIF;;
17,803;04822;DIF;;
17,804;04823;DIF;;
17,805;04824;DIF;;
17,806;04825;DIF;;
17,807;04826;DIF;;
17,808;04827;DIF;;
17,809;04828;DIF;;
17,810;04829;DIF;;
17,811;04830;DIF;003;04
17,812;04831;DIF;;
17,813;04832;DIF;;
17,814;04833;DIF;;
17,815;04834;DIF;;
17,816;04835;DIF;;
17,817;04836;DIF;;
17,818;04837;DIF;;
17,819;04838;DIF;;
17,820;04839;DIF;;
17,821;04840;DIF;003;04
17,822;04841;DIF;;
17,823;04842;DIF;;
17,824;04843;DIF;003;04
17,825;04844;DIF;;
17,826;04845;DIF;;
17,827;04846;DIF;;
17,828;04847;DIF;;
17,829;04848;DIF;;
17,830;04849;DIF;003;04
17,831;04850;DIF;003;04
17,832;04851;DIF;;
17,833;04852;DIF;;
17,834;04853;DIF;;
17,835;04854;DIF;;
17,836;04855;DIF;;
17,837;04856;DIF;;
17,838;04857;DIF;;
17,839;04858;DIF;;
17,840;04859;DIF;;
17,841;04860;DIF;;
17,842;04861;DIF;;
17,843;04862;DIF;;
17,844;04863;DIF;;
17,845;04864;DIF;;
17,846;04865;DIF;;
17,847;04866;DIF;;
17,848;04867;DIF;;
17,849;04868;DIF;;
17,850;04869;DIF;;
17,851;04870;DIF;003;04
17,852;04871;DIF;;
17,853;04872;DIF;;
17,854;04873;DIF;;
17,855;04874;DIF;;
17,856;04875;DIF;;
17,857;04876;DIF;;
17,858;04877;DIF;;
17,859;04878;DIF;;
17,860;04879;DIF;;
17,861;04880;DIF;;
17,862;04881;DIF;;
17,863;04882;DIF;;
17,864;04883;DIF;;
17,865;04884;DIF;;
17,866;04885;DIF;;
17,867;04886;DIF;;
17,868;04887;DIF;;
17,869;04888;DIF;;
17,870;04889;DIF;;
17,871;04890;DIF;003;04
17,872;04891;DIF;;
17,873;04892;DIF;;
17,874;04893;DIF;;
17,875;04894;DIF;;
17,876;04895;DIF;;
17,877;04896;DIF;;
17,878;04897;DIF;;
17,879;04898;DIF;;
17,880;04899;DIF;003;04
17,881;04900;DIF;;
17,882;04901;DIF;;
17,883;04902;DIF;;
17,884;04903;DIF;;
17,885;04904;DIF;;
17,886;04905;DIF;;
17,887;04906;DIF;;
17,888;04907;DIF;;
17,889;04908;DIF;003;04
17,890;04909;DIF;003;04
17,891;04910;DIF;003;04
17,892;04911;DIF;;
17,893;04912;DIF;;
17,894;04913;DIF;;
17,895;04914;DIF;;
17,896;04915;DIF;;
17,897;04916;DIF;;
17,898;04917;DIF;;
17,899;04918;DIF;003;04
17,900;04919;DIF;003;04
17,901;04920;DIF;003;04
17,902;04921;DIF;;
17,903;04922;DIF;;
17,904;04923;DIF;;
17,905;04924;DIF;;
17,906;04925;DIF;;
17,907;04926;DIF;;
17,908;04927;DIF;;
17,909;04928;DIF;;
17,910;04929;DIF;003;04
17,911;04930;DIF;003;04
17,912;04931;DIF;;
17,913;04932;DIF;;
17,914;04933;DIF;;
17,915;04934;DIF;;
17,916;04935;DIF;;
17,917;04936;DIF;;
17,918;04937;DIF;;
17,919;04938;DIF;003;04
17,920;04939;DIF;003;04
17,921;04940;DIF;003;04
17,922;04941;DIF;;
17,923;04942;DIF;;
17,924;04943;DIF;;
17,925;04944;DIF;;
17,926;04945;DIF;;
17,927;04946;DIF;;
17,928;04947;DIF;;
17,929;04948;DIF;;
17,930;04949;DIF;;
17,931;04950;DIF;003;04
17,932;04951;DIF;;
17,933;04952;DIF;;
17,934;04953;DIF;;
17,935;04954;DIF;;
17,936;04955;DIF;;
17,937;04956;DIF;;
17,938;04957;DIF;;
17,939;04958;DIF;;
17,940;04959;DIF;;
17,941;04960;DIF;003;04
17,942;04961;DIF;;
17,943;04962;DIF;;
17,944;04963;DIF;;
17,945;04964;DIF;;
17,946;04965;DIF;;
17,947;04966;DIF;;
17,948;04967;DIF;;
17,949;04968;DIF;;
17,950;04969;DIF;;
17,951;04970;DIF;003;04
17,952;04971;DIF;;
17,953;04972;DIF;;
17,954;04973;DIF;;
17,955;04974;DIF;;
17,956;04975;DIF;;
17,957;04976;DIF;;
