id;sat_clave;sat_estado;sat_municipio;sat_localidad
1;00000;AGU;000;00
2;20000;AGU;001;01
3;20001;AGU;;
4;20002;AGU;;
5;20003;AGU;;
6;20004;AGU;;
7;20005;AGU;;
8;20006;AGU;;
9;20007;AGU;;
10;20008;AGU;;
11;20009;AGU;;
12;20010;AGU;001;01
13;20011;AGU;;
14;20012;AGU;;
15;20013;AGU;;
16;20014;AGU;;
17;20015;AGU;;
18;20016;AGU;001;01
19;20017;AGU;;
20;20018;AGU;001;01
21;20019;AGU;;
22;20020;AGU;001;01
23;20021;AGU;;
24;20022;AGU;;
25;20023;AGU;;
26;20024;AGU;;
27;20025;AGU;;
28;20026;AGU;;
29;20027;AGU;;
30;20028;AGU;;
31;20029;AGU;001;01
32;20030;AGU;001;01
33;20031;AGU;;
34;20032;AGU;;
35;20033;AGU;;
36;20034;AGU;;
37;20035;AGU;;
38;20036;AGU;;
39;20037;AGU;;
40;20038;AGU;;
41;20039;AGU;;
42;20040;AGU;001;01
43;20041;AGU;;
44;20042;AGU;;
45;20043;AGU;;
46;20044;AGU;;
47;20045;AGU;;
48;20046;AGU;;
49;20047;AGU;;
50;20048;AGU;;
51;20049;AGU;001;01
52;20050;AGU;001;01
53;20051;AGU;;
54;20052;AGU;;
55;20053;AGU;;
56;20054;AGU;;
57;20055;AGU;;
58;20056;AGU;;
59;20057;AGU;;
60;20058;AGU;;
61;20059;AGU;001;01
62;20060;AGU;001;01
63;20061;AGU;;
64;20062;AGU;;
65;20063;AGU;;
66;20064;AGU;001;01
67;20065;AGU;;
68;20066;AGU;;
69;20067;AGU;;
70;20068;AGU;;
71;20069;AGU;;
72;20070;AGU;001;01
73;20071;AGU;;
74;20072;AGU;;
75;20073;AGU;;
76;20074;AGU;;
77;20075;AGU;;
78;20076;AGU;;
79;20077;AGU;;
80;20078;AGU;001;01
81;20079;AGU;;
82;20080;AGU;001;01
83;20081;AGU;;
84;20082;AGU;;
85;20083;AGU;;
86;20084;AGU;;
87;20085;AGU;;
88;20086;AGU;;
89;20087;AGU;;
90;20088;AGU;;
91;20089;AGU;001;01
92;20090;AGU;;
93;20091;AGU;;
94;20092;AGU;;
95;20093;AGU;;
96;20094;AGU;;
97;20095;AGU;;
98;20096;AGU;;
99;20097;AGU;;
100;20098;AGU;;
101;20099;AGU;;
102;20100;AGU;001;01
103;20101;AGU;;
104;20102;AGU;;
105;20103;AGU;;
106;20104;AGU;;
107;20105;AGU;;
108;20106;AGU;;
109;20107;AGU;;
110;20108;AGU;;
111;20109;AGU;;
112;20110;AGU;001;01
113;20111;AGU;;
114;20112;AGU;;
115;20113;AGU;;
116;20114;AGU;;
117;20115;AGU;001;01
118;20116;AGU;001;01
119;20117;AGU;001;01
120;20118;AGU;001;01
121;20119;AGU;001;01
122;20120;AGU;001;01
123;20121;AGU;;
124;20122;AGU;;
125;20123;AGU;001;01
126;20124;AGU;001;01
127;20125;AGU;;
128;20126;AGU;001;
129;20127;AGU;001;01
130;20128;AGU;;
131;20129;AGU;001;01
132;20130;AGU;001;01
133;20131;AGU;;
134;20132;AGU;;
135;20133;AGU;;
136;20134;AGU;;
137;20135;AGU;001;01
138;20136;AGU;001;01
139;20137;AGU;001;01
140;20138;AGU;001;01
141;20139;AGU;;
142;20140;AGU;001;01
143;20141;AGU;;
144;20142;AGU;;
145;20143;AGU;;
146;20144;AGU;;
147;20145;AGU;;
148;20146;AGU;001;01
149;20147;AGU;;
150;20148;AGU;;
151;20149;AGU;001;01
152;20150;AGU;001;01
153;20151;AGU;;
154;20152;AGU;;
155;20153;AGU;;
156;20154;AGU;;
157;20155;AGU;;
158;20156;AGU;;
159;20157;AGU;001;01
160;20158;AGU;001;01
161;20159;AGU;001;01
162;20160;AGU;001;01
163;20161;AGU;;
164;20162;AGU;;
165;20163;AGU;;
166;20164;AGU;001;01
167;20165;AGU;;
168;20166;AGU;;
169;20167;AGU;;
170;20168;AGU;;
171;20169;AGU;001;01
172;20170;AGU;001;01
173;20171;AGU;;
174;20172;AGU;001;01
175;20173;AGU;;
176;20174;AGU;001;01
177;20175;AGU;001;01
178;20176;AGU;;
179;20177;AGU;001;01
180;20178;AGU;;
181;20179;AGU;001;01
182;20180;AGU;001;01
183;20181;AGU;;
184;20182;AGU;;
185;20183;AGU;;
186;20184;AGU;;
187;20185;AGU;;
188;20186;AGU;;
189;20187;AGU;;
190;20188;AGU;;
191;20189;AGU;;
192;20190;AGU;001;01
193;20191;AGU;;
194;20192;AGU;;
195;20193;AGU;;
196;20194;AGU;;
197;20195;AGU;;
198;20196;AGU;001;01
199;20197;AGU;;
200;20198;AGU;001;01
201;20199;AGU;001;01
202;20200;AGU;001;01
203;20201;AGU;;
204;20202;AGU;;
205;20203;AGU;;
206;20204;AGU;;
207;20205;AGU;001;01
208;20206;AGU;001;01
209;20207;AGU;001;01
210;20208;AGU;001;01
211;20209;AGU;;
212;20210;AGU;001;01
213;20211;AGU;;
214;20212;AGU;;
215;20213;AGU;;
216;20214;AGU;;
217;20215;AGU;;
218;20216;AGU;001;01
219;20217;AGU;001;01
220;20218;AGU;001;01
221;20219;AGU;001;01
222;20220;AGU;001;01
223;20221;AGU;;
224;20222;AGU;;
225;20223;AGU;;
226;20224;AGU;;
227;20225;AGU;;
228;20226;AGU;;
229;20227;AGU;;
230;20228;AGU;;
231;20229;AGU;001;01
232;20230;AGU;001;01
233;20231;AGU;;
234;20232;AGU;;
235;20233;AGU;;
236;20234;AGU;001;01
237;20235;AGU;001;01
238;20236;AGU;001;01
239;20237;AGU;001;01
240;20238;AGU;001;01
241;20239;AGU;001;01
242;20240;AGU;001;01
243;20241;AGU;;
244;20242;AGU;;
245;20243;AGU;;
246;20244;AGU;;
247;20245;AGU;;
248;20246;AGU;;
249;20247;AGU;001;01
250;20248;AGU;001;01
251;20249;AGU;001;01
252;20250;AGU;001;01
253;20251;AGU;;
254;20252;AGU;;
255;20253;AGU;;
256;20254;AGU;;
257;20255;AGU;001;01
258;20256;AGU;001;01
259;20257;AGU;001;01
260;20258;AGU;;
261;20259;AGU;001;01
262;20260;AGU;001;01
263;20261;AGU;;
264;20262;AGU;;
265;20263;AGU;001;01
266;20264;AGU;001;01
267;20265;AGU;001;01
268;20266;AGU;001;01
269;20267;AGU;001;01
270;20268;AGU;001;01
271;20269;AGU;001;01
272;20270;AGU;001;01
273;20271;AGU;;
274;20272;AGU;;
275;20273;AGU;;
276;20274;AGU;;
277;20275;AGU;;
278;20276;AGU;001;01
279;20277;AGU;001;01
280;20278;AGU;001;01
281;20279;AGU;;
282;20280;AGU;001;01
283;20281;AGU;;
284;20282;AGU;;
285;20283;AGU;001;01
286;20284;AGU;001;01
287;20285;AGU;001;01
288;20286;AGU;001;01
289;20287;AGU;001;01
290;20288;AGU;001;01
291;20289;AGU;001;01
292;20290;AGU;001;01
293;20291;AGU;001;01
294;20292;AGU;;
295;20293;AGU;;
296;20294;AGU;;
297;20295;AGU;;
298;20296;AGU;001;01
299;20297;AGU;001;01
300;20298;AGU;001;
301;20299;AGU;001;01
302;20300;AGU;011;03
303;20301;AGU;;
304;20302;AGU;;
305;20303;AGU;011;03
306;20304;AGU;011;03
307;20305;AGU;011;03
308;20306;AGU;;
309;20307;AGU;;
310;20308;AGU;;
311;20309;AGU;;
312;20310;AGU;001;
313;20311;AGU;001;
314;20312;AGU;;
315;20313;AGU;001;
316;20314;AGU;001;
317;20315;AGU;001;
318;20316;AGU;001;
319;20317;AGU;001;
320;20318;AGU;;
321;20319;AGU;001;
322;20320;AGU;001;
323;20321;AGU;001;
324;20322;AGU;001;
325;20323;AGU;001;
326;20324;AGU;001;
327;20325;AGU;;
328;20326;AGU;001;
329;20327;AGU;;
330;20328;AGU;001;
331;20329;AGU;001;
332;20330;AGU;010;
333;20331;AGU;;
334;20332;AGU;;
335;20333;AGU;010;
336;20334;AGU;010;
337;20335;AGU;010;
338;20336;AGU;010;
339;20337;AGU;010;
340;20338;AGU;010;
341;20339;AGU;010;
342;20340;AGU;001;
343;20341;AGU;001;
344;20342;AGU;001;
345;20343;AGU;;
346;20344;AGU;001;
347;20345;AGU;001;
348;20346;AGU;001;
349;20347;AGU;;
350;20348;AGU;001;
351;20349;AGU;001;
352;20350;AGU;011;
353;20351;AGU;;
354;20352;AGU;;
355;20353;AGU;011;
356;20354;AGU;;
357;20355;AGU;011;
358;20356;AGU;011;
359;20357;AGU;011;
360;20358;AGU;011;
361;20359;AGU;;
362;20360;AGU;;
363;20361;AGU;;
364;20362;AGU;;
365;20363;AGU;001;
366;20364;AGU;001;
367;20365;AGU;;
368;20366;AGU;001;
369;20367;AGU;001;
370;20368;AGU;;
371;20369;AGU;001;
372;20370;AGU;001;
373;20371;AGU;001;
374;20372;AGU;001;
375;20373;AGU;001;
376;20374;AGU;;
377;20375;AGU;001;
378;20376;AGU;001;
379;20377;AGU;001;
380;20378;AGU;;
381;20379;AGU;001;
382;20380;AGU;;
383;20381;AGU;;
384;20382;AGU;;
385;20383;AGU;;
386;20384;AGU;001;
387;20385;AGU;001;
388;20386;AGU;001;
389;20387;AGU;;
390;20388;AGU;;
391;20389;AGU;001;
392;20390;AGU;001;
393;20391;AGU;001;
394;20392;AGU;001;
395;20393;AGU;001;
396;20394;AGU;001;
397;20395;AGU;001;
398;20396;AGU;001;
399;20397;AGU;;
400;20398;AGU;;
401;20399;AGU;001;
402;20400;AGU;007;06
403;20401;AGU;;
404;20402;AGU;;
405;20403;AGU;007;06
406;20404;AGU;007;06
407;20405;AGU;007;06
408;20406;AGU;007;06
409;20407;AGU;;
410;20408;AGU;;
411;20409;AGU;;
412;20410;AGU;007;06
413;20411;AGU;;
414;20412;AGU;;
415;20413;AGU;;
416;20414;AGU;007;06
417;20415;AGU;007;06
418;20416;AGU;007;06
419;20417;AGU;007;06
420;20418;AGU;;
421;20419;AGU;;
422;20420;AGU;007;
423;20421;AGU;;
424;20422;AGU;;
425;20423;AGU;007;
426;20424;AGU;007;
427;20425;AGU;007;
428;20426;AGU;007;
429;20427;AGU;007;
430;20428;AGU;;
431;20429;AGU;;
432;20430;AGU;007;
433;20431;AGU;;
434;20432;AGU;;
435;20433;AGU;;
436;20434;AGU;007;
437;20435;AGU;007;
438;20436;AGU;007;
439;20437;AGU;007;
440;20438;AGU;;
441;20439;AGU;;
442;20440;AGU;007;
443;20441;AGU;;
444;20442;AGU;;
445;20443;AGU;;
446;20444;AGU;007;
447;20445;AGU;007;
448;20446;AGU;007;
449;20447;AGU;007;
450;20448;AGU;;
451;20449;AGU;;
452;20450;AGU;007;
453;20451;AGU;;
454;20452;AGU;;
455;20453;AGU;;
456;20454;AGU;007;
457;20455;AGU;;
458;20456;AGU;007;
459;20457;AGU;007;
460;20458;AGU;;
461;20459;AGU;;
462;20460;AGU;004;09
463;20461;AGU;;
464;20462;AGU;004;09
465;20463;AGU;;
466;20464;AGU;;
467;20465;AGU;;
468;20466;AGU;004;09
469;20467;AGU;004;09
470;20468;AGU;004;09
471;20469;AGU;004;09
472;20470;AGU;004;
473;20471;AGU;;
474;20472;AGU;004;
475;20473;AGU;;
476;20474;AGU;;
477;20475;AGU;;
478;20476;AGU;004;
479;20477;AGU;;
480;20478;AGU;004;
481;20479;AGU;;
482;20480;AGU;;
483;20481;AGU;;
484;20482;AGU;;
485;20483;AGU;;
486;20484;AGU;;
487;20485;AGU;;
488;20486;AGU;;
489;20487;AGU;;
490;20488;AGU;;
491;20489;AGU;;
492;20490;AGU;;
493;20491;AGU;;
494;20492;AGU;;
495;20493;AGU;;
496;20494;AGU;;
497;20495;AGU;;
498;20496;AGU;;
499;20497;AGU;;
500;20498;AGU;;
501;20499;AGU;;
502;20500;AGU;008;
503;20501;AGU;008;
504;20502;AGU;008;
505;20503;AGU;008;
506;20504;AGU;008;
507;20505;AGU;;
508;20506;AGU;008;
509;20507;AGU;;
510;20508;AGU;008;
511;20509;AGU;;
512;20510;AGU;008;
513;20511;AGU;;
514;20512;AGU;;
515;20513;AGU;;
516;20514;AGU;;
517;20515;AGU;;
518;20516;AGU;008;
519;20517;AGU;;
520;20518;AGU;;
521;20519;AGU;;
522;20520;AGU;008;
523;20521;AGU;;
524;20522;AGU;;
525;20523;AGU;;
526;20524;AGU;;
527;20525;AGU;008;
528;20526;AGU;;
529;20527;AGU;;
530;20528;AGU;;
531;20529;AGU;;
532;20530;AGU;008;
533;20531;AGU;;
534;20532;AGU;;
535;20533;AGU;;
536;20534;AGU;008;
537;20535;AGU;;
538;20536;AGU;;
539;20537;AGU;;
540;20538;AGU;008;
541;20539;AGU;;
542;20540;AGU;008;
543;20541;AGU;;
544;20542;AGU;;
545;20543;AGU;;
546;20544;AGU;;
547;20545;AGU;008;
548;20546;AGU;;
549;20547;AGU;;
550;20548;AGU;;
551;20549;AGU;;
552;20550;AGU;008;
553;20551;AGU;;
554;20552;AGU;;
555;20553;AGU;;
556;20554;AGU;;
557;20555;AGU;;
558;20556;AGU;;
559;20557;AGU;;
560;20558;AGU;;
561;20559;AGU;;
562;20560;AGU;008;
563;20561;AGU;;
564;20562;AGU;;
565;20563;AGU;;
566;20564;AGU;008;
567;20565;AGU;;
568;20566;AGU;;
569;20567;AGU;008;
570;20568;AGU;;
571;20569;AGU;;
572;20570;AGU;008;
573;20571;AGU;;
574;20572;AGU;;
575;20573;AGU;;
576;20574;AGU;008;
577;20575;AGU;;
578;20576;AGU;008;
579;20577;AGU;;
580;20578;AGU;008;
581;20579;AGU;;
582;20580;AGU;008;
583;20581;AGU;;
584;20582;AGU;;
585;20583;AGU;;
586;20584;AGU;008;
587;20585;AGU;;
588;20586;AGU;;
589;20587;AGU;;
590;20588;AGU;;
591;20589;AGU;;
592;20590;AGU;008;
593;20591;AGU;;
594;20592;AGU;;
595;20593;AGU;;
596;20594;AGU;;
597;20595;AGU;;
598;20596;AGU;;
599;20597;AGU;;
600;20598;AGU;;
601;20599;AGU;;
602;20600;AGU;009;08
603;20601;AGU;;
604;20602;AGU;009;08
605;20603;AGU;009;08
606;20604;AGU;009;08
607;20605;AGU;009;08
608;20606;AGU;;
609;20607;AGU;009;08
610;20608;AGU;009;08
611;20609;AGU;;
612;20610;AGU;009;
613;20611;AGU;;
614;20612;AGU;009;
615;20613;AGU;009;
616;20614;AGU;009;
617;20615;AGU;009;
618;20616;AGU;009;
619;20617;AGU;;
620;20618;AGU;;
621;20619;AGU;;
622;20620;AGU;009;
623;20621;AGU;;
624;20622;AGU;009;
625;20623;AGU;;
626;20624;AGU;;
627;20625;AGU;;
628;20626;AGU;;
629;20627;AGU;;
630;20628;AGU;;
631;20629;AGU;;
632;20630;AGU;;
633;20631;AGU;;
634;20632;AGU;;
635;20633;AGU;;
636;20634;AGU;009;
637;20635;AGU;;
638;20636;AGU;;
639;20637;AGU;009;
640;20638;AGU;;
641;20639;AGU;;
642;20641;AGU;;
643;20642;AGU;;
644;20643;AGU;;
645;20644;AGU;;
646;20645;AGU;009;
647;20646;AGU;;
648;20647;AGU;;
649;20648;AGU;;
650;20649;AGU;;
651;20650;AGU;009;
652;20651;AGU;;
653;20652;AGU;;
654;20653;AGU;;
655;20654;AGU;009;
656;20655;AGU;;
657;20656;AGU;009;
658;20657;AGU;009;
659;20658;AGU;009;
660;20659;AGU;009;
661;20660;AGU;;
662;20661;AGU;;
663;20662;AGU;;
664;20663;AGU;006;
665;20664;AGU;006;
666;20665;AGU;006;
667;20666;AGU;006;
668;20667;AGU;006;
669;20668;AGU;006;
670;20669;AGU;;
671;20670;AGU;006;05
672;20671;AGU;;
673;20672;AGU;;
674;20673;AGU;006;05
675;20674;AGU;006;05
676;20675;AGU;006;05
677;20676;AGU;006;05
678;20677;AGU;006;05
679;20678;AGU;006;05
680;20679;AGU;;
681;20680;AGU;006;
682;20681;AGU;;
683;20682;AGU;;
684;20683;AGU;006;
685;20684;AGU;006;
686;20685;AGU;;
687;20686;AGU;006;
688;20687;AGU;006;
689;20688;AGU;;
690;20689;AGU;;
691;20690;AGU;;
692;20691;AGU;;
693;20692;AGU;;
694;20693;AGU;;
695;20694;AGU;;
696;20695;AGU;;
697;20696;AGU;;
698;20697;AGU;;
699;20698;AGU;;
700;20699;AGU;;
701;20700;AGU;002;
702;20701;AGU;;
703;20702;AGU;;
704;20703;AGU;;
705;20704;AGU;002;
706;20705;AGU;002;
707;20706;AGU;;
708;20707;AGU;;
709;20708;AGU;002;
710;20709;AGU;002;
711;20710;AGU;002;07
712;20711;AGU;;
713;20712;AGU;002;07
714;20713;AGU;002;07
715;20714;AGU;002;07
716;20715;AGU;002;07
717;20716;AGU;002;07
718;20717;AGU;002;07
719;20718;AGU;;
720;20719;AGU;;
721;20720;AGU;002;
722;20721;AGU;002;
723;20722;AGU;002;
724;20723;AGU;002;
725;20724;AGU;002;
726;20725;AGU;;
727;20726;AGU;;
728;20727;AGU;002;
729;20728;AGU;002;
730;20729;AGU;002;
731;20730;AGU;002;
732;20731;AGU;;
733;20732;AGU;002;
734;20733;AGU;;
735;20734;AGU;002;
736;20735;AGU;;
737;20736;AGU;002;
738;20737;AGU;;
739;20738;AGU;002;
740;20739;AGU;002;
741;20740;AGU;002;
742;20741;AGU;002;
743;20742;AGU;002;
744;20743;AGU;;
745;20744;AGU;002;
746;20745;AGU;;
747;20746;AGU;002;
748;20747;AGU;;
749;20748;AGU;002;
750;20749;AGU;002;
751;20750;AGU;002;
752;20751;AGU;;
753;20752;AGU;;
754;20753;AGU;;
755;20754;AGU;;
756;20755;AGU;;
757;20756;AGU;;
758;20757;AGU;;
759;20758;AGU;;
760;20759;AGU;;
761;20760;AGU;002;
762;20761;AGU;;
763;20762;AGU;;
764;20763;AGU;;
765;20764;AGU;;
766;20765;AGU;002;
767;20766;AGU;;
768;20767;AGU;;
769;20768;AGU;002;
770;20769;AGU;;
771;20770;AGU;002;
772;20771;AGU;002;
773;20772;AGU;;
774;20773;AGU;002;
775;20774;AGU;;
776;20775;AGU;002;
777;20776;AGU;;
778;20777;AGU;002;
779;20778;AGU;;
780;20779;AGU;002;
781;20780;AGU;002;
782;20781;AGU;;
783;20782;AGU;002;
784;20783;AGU;;
785;20784;AGU;;
786;20785;AGU;002;
787;20786;AGU;;
788;20787;AGU;;
789;20788;AGU;;
790;20789;AGU;;
791;20790;AGU;002;
792;20791;AGU;;
793;20792;AGU;002;
794;20793;AGU;;
795;20794;AGU;002;
796;20795;AGU;002;
797;20796;AGU;002;
798;20797;AGU;002;
799;20798;AGU;;
800;20799;AGU;002;
801;20800;AGU;003;02
802;20801;AGU;;
803;20802;AGU;003;02
804;20803;AGU;003;02
805;20804;AGU;003;02
806;20805;AGU;003;02
807;20806;AGU;;
808;20807;AGU;;
809;20808;AGU;;
810;20809;AGU;;
811;20810;AGU;003;
812;20811;AGU;;
813;20812;AGU;;
814;20813;AGU;;
815;20814;AGU;003;
816;20815;AGU;;
817;20816;AGU;003;
818;20817;AGU;;
819;20818;AGU;;
820;20819;AGU;;
821;20820;AGU;003;
822;20821;AGU;;
823;20822;AGU;;
824;20823;AGU;;
825;20824;AGU;003;
826;20825;AGU;;
827;20826;AGU;;
828;20827;AGU;;
829;20828;AGU;;
830;20829;AGU;;
831;20830;AGU;003;
832;20831;AGU;;
833;20832;AGU;003;
834;20833;AGU;;
835;20834;AGU;003;
836;20835;AGU;;
837;20836;AGU;;
838;20837;AGU;;
839;20838;AGU;;
840;20839;AGU;;
841;20840;AGU;003;
842;20841;AGU;;
843;20842;AGU;003;
844;20843;AGU;;
845;20844;AGU;003;
846;20845;AGU;;
847;20846;AGU;;
848;20847;AGU;;
849;20848;AGU;;
850;20849;AGU;;
851;20850;AGU;003;
852;20851;AGU;;
853;20852;AGU;003;
854;20853;AGU;;
855;20854;AGU;003;
856;20855;AGU;;
857;20856;AGU;003;
858;20857;AGU;;
859;20858;AGU;;
860;20859;AGU;;
861;20860;AGU;003;
862;20861;AGU;;
863;20862;AGU;003;
864;20863;AGU;;
865;20864;AGU;003;
866;20865;AGU;;
867;20866;AGU;;
868;20867;AGU;;
869;20868;AGU;;
870;20869;AGU;;
871;20870;AGU;003;
872;20871;AGU;;
873;20872;AGU;003;
874;20873;AGU;;
875;20874;AGU;003;
876;20875;AGU;;
877;20876;AGU;;
878;20877;AGU;;
879;20878;AGU;;
880;20879;AGU;;
881;20880;AGU;003;
882;20881;AGU;;
883;20882;AGU;003;
884;20883;AGU;;
885;20884;AGU;003;
886;20885;AGU;;
887;20886;AGU;;
888;20887;AGU;;
889;20888;AGU;;
890;20889;AGU;;
891;20890;AGU;003;
892;20891;AGU;;
893;20892;AGU;003;
894;20893;AGU;;
895;20894;AGU;;
896;20895;AGU;;
897;20896;AGU;;
898;20897;AGU;;
899;20898;AGU;;
900;20899;AGU;;
901;20900;AGU;005;
902;20901;AGU;005;
903;20902;AGU;005;
904;20903;AGU;005;
905;20904;AGU;005;
906;20905;AGU;005;
907;20906;AGU;;
908;20907;AGU;005;
909;20908;AGU;005;
910;20909;AGU;005;
911;20910;AGU;005;
912;20911;AGU;;
913;20912;AGU;;
914;20913;AGU;005;
915;20914;AGU;005;
916;20915;AGU;;
917;20916;AGU;005;
918;20917;AGU;005;
919;20918;AGU;;
920;20919;AGU;;
921;20920;AGU;005;04
922;20921;AGU;;
923;20922;AGU;005;04
924;20923;AGU;005;04
925;20924;AGU;005;04
926;20925;AGU;005;04
927;20926;AGU;005;
928;20927;AGU;005;04
929;20928;AGU;005;04
930;20929;AGU;;
931;20930;AGU;;
932;20931;AGU;;
933;20932;AGU;;
934;20933;AGU;005;
935;20934;AGU;005;
936;20935;AGU;;
937;20936;AGU;;
938;20937;AGU;;
939;20938;AGU;;
940;20939;AGU;;
941;20940;AGU;;
942;20941;AGU;;
943;20942;AGU;;
944;20943;AGU;005;
945;20944;AGU;;
946;20945;AGU;005;
947;20946;AGU;;
948;20947;AGU;005;
949;20948;AGU;;
950;20949;AGU;;
951;20950;AGU;;
952;20951;AGU;;
953;20952;AGU;;
954;20953;AGU;005;
955;20954;AGU;;
956;20955;AGU;005;
957;20956;AGU;005;
958;20957;AGU;005;
959;20958;AGU;;
960;20959;AGU;;
961;20960;AGU;;
962;20961;AGU;;
963;20962;AGU;;
964;20963;AGU;;
965;20964;AGU;005;
966;20965;AGU;;
967;20966;AGU;;
968;20967;AGU;;
969;20968;AGU;;
970;20969;AGU;;
971;20970;AGU;005;
972;20971;AGU;;
973;20972;AGU;;
974;20973;AGU;;
975;20974;AGU;005;
976;20975;AGU;;
977;20976;AGU;;
978;20977;AGU;;
979;20978;AGU;;
980;20979;AGU;;
981;20980;AGU;;
982;20981;AGU;;
983;20982;AGU;;
984;20983;AGU;005;
985;20984;AGU;005;
986;20985;AGU;;
987;20986;AGU;005;
988;20987;AGU;;
989;20988;AGU;;
990;20989;AGU;;
991;20990;AGU;005;
992;20991;AGU;;
993;20992;AGU;;
994;20993;AGU;;
995;20994;AGU;005;
996;20995;AGU;005;
997;20996;AGU;005;
998;20997;AGU;005;
999;20998;AGU;;
1,000;20999;AGU;;
1,001;00000;BCN;000;00
1,002;21000;BCN;002;02
1,003;21001;BCN;;
1,004;21002;BCN;;
1,005;21003;BCN;;
1,006;21004;BCN;;
1,007;21005;BCN;;
1,008;21006;BCN;;
1,009;21007;BCN;;
1,010;21008;BCN;;
1,011;21009;BCN;;
1,012;21010;BCN;002;02
1,013;21011;BCN;;
1,014;21012;BCN;;
1,015;21013;BCN;;
1,016;21014;BCN;;
1,017;21015;BCN;;
1,018;21016;BCN;;
1,019;21017;BCN;;
1,020;21018;BCN;;
1,021;21019;BCN;;
1,022;21020;BCN;002;02
1,023;21021;BCN;;
1,024;21022;BCN;;
1,025;21023;BCN;;
1,026;21024;BCN;;
1,027;21025;BCN;;
1,028;21026;BCN;;
1,029;21027;BCN;;
1,030;21028;BCN;;
1,031;21029;BCN;;
1,032;21030;BCN;002;02
1,033;21031;BCN;;
1,034;21032;BCN;;
1,035;21033;BCN;;
1,036;21034;BCN;;
1,037;21035;BCN;;
1,038;21036;BCN;;
1,039;21037;BCN;;
1,040;21038;BCN;002;02
1,041;21039;BCN;002;02
1,042;21040;BCN;002;02
1,043;21041;BCN;;
1,044;21042;BCN;;
1,045;21043;BCN;;
1,046;21044;BCN;;
1,047;21045;BCN;;
1,048;21046;BCN;;
1,049;21047;BCN;;
1,050;21048;BCN;;
1,051;21049;BCN;;
1,052;21050;BCN;002;02
1,053;21051;BCN;;
1,054;21052;BCN;;
1,055;21053;BCN;;
1,056;21054;BCN;;
1,057;21055;BCN;;
1,058;21056;BCN;;
1,059;21057;BCN;;
1,060;21058;BCN;;
1,061;21059;BCN;;
1,062;21060;BCN;002;02
1,063;21061;BCN;;
1,064;21062;BCN;;
1,065;21063;BCN;;
1,066;21064;BCN;;
1,067;21065;BCN;;
1,068;21066;BCN;;
1,069;21067;BCN;;
1,070;21068;BCN;;
1,071;21069;BCN;;
1,072;21070;BCN;002;02
1,073;21071;BCN;;
1,074;21072;BCN;;
1,075;21073;BCN;;
1,076;21074;BCN;;
1,077;21075;BCN;;
1,078;21076;BCN;;
1,079;21077;BCN;;
1,080;21078;BCN;;
1,081;21079;BCN;002;02
1,082;21080;BCN;002;02
1,083;21081;BCN;;
1,084;21082;BCN;;
1,085;21083;BCN;;
1,086;21084;BCN;;
1,087;21085;BCN;;
1,088;21086;BCN;;
1,089;21087;BCN;;
1,090;21088;BCN;;
1,091;21089;BCN;;
1,092;21090;BCN;002;02
1,093;21091;BCN;;
1,094;21092;BCN;;
1,095;21093;BCN;;
1,096;21094;BCN;;
1,097;21095;BCN;;
1,098;21096;BCN;;
1,099;21097;BCN;;
1,100;21098;BCN;;
1,101;21099;BCN;;
1,102;21100;BCN;002;02
1,103;21101;BCN;;
1,104;21102;BCN;;
1,105;21103;BCN;;
1,106;21104;BCN;;
1,107;21105;BCN;;
1,108;21106;BCN;;
1,109;21107;BCN;;
1,110;21108;BCN;;
1,111;21109;BCN;;
1,112;21110;BCN;002;02
1,113;21111;BCN;;
1,114;21112;BCN;;
1,115;21113;BCN;;
1,116;21114;BCN;;
1,117;21115;BCN;;
1,118;21116;BCN;;
1,119;21117;BCN;;
1,120;21118;BCN;;
1,121;21119;BCN;;
1,122;21120;BCN;002;02
1,123;21121;BCN;;
1,124;21122;BCN;;
1,125;21123;BCN;;
1,126;21124;BCN;;
1,127;21125;BCN;;
1,128;21126;BCN;;
1,129;21127;BCN;;
1,130;21128;BCN;;
1,131;21129;BCN;;
1,132;21130;BCN;002;02
1,133;21131;BCN;;
1,134;21132;BCN;;
1,135;21133;BCN;;
1,136;21134;BCN;;
1,137;21135;BCN;002;02
1,138;21136;BCN;;
1,139;21137;BCN;002;02
1,140;21138;BCN;002;02
1,141;21139;BCN;002;02
1,142;21140;BCN;002;02
1,143;21141;BCN;;
1,144;21142;BCN;;
1,145;21143;BCN;;
1,146;21144;BCN;;
1,147;21145;BCN;;
1,148;21146;BCN;;
1,149;21147;BCN;002;02
1,150;21148;BCN;;
1,151;21149;BCN;;
1,152;21150;BCN;002;02
1,153;21151;BCN;;
1,154;21152;BCN;;
1,155;21153;BCN;;
1,156;21154;BCN;;
1,157;21155;BCN;;
1,158;21156;BCN;;
1,159;21157;BCN;;
1,160;21158;BCN;;
1,161;21159;BCN;;
1,162;21160;BCN;002;02
1,163;21161;BCN;;
1,164;21162;BCN;;
1,165;21163;BCN;;
1,166;21164;BCN;;
1,167;21165;BCN;002;02
1,168;21166;BCN;;
1,169;21167;BCN;;
1,170;21168;BCN;;
1,171;21169;BCN;;
1,172;21170;BCN;002;02
1,173;21171;BCN;;
1,174;21172;BCN;;
1,175;21173;BCN;;
1,176;21174;BCN;;
1,177;21175;BCN;;
1,178;21176;BCN;;
1,179;21177;BCN;;
