id;sat_claveaduana;sat_patente;sat_ejercicio;sat_cantidad;sat_fechainicio;sat_fechafin
16,249;16;3,708;2,016;006167;1/1/2017;null
16,250;16;3,708;2,017;999999;4/28/2017;null
16,251;20;3,708;2,011;000205;1/1/2017;null
16,252;20;3,708;2,012;001535;1/1/2017;null
16,253;20;3,708;2,013;001801;1/1/2017;null
16,254;20;3,708;2,014;004469;1/1/2017;null
16,255;20;3,708;2,015;001349;1/1/2017;null
16,256;20;3,708;2,016;000400;1/1/2017;null
16,257;20;3,708;2,017;999999;4/28/2017;null
16,258;43;3,708;2,007;000953;1/1/2017;null
16,259;43;3,708;2,008;000610;1/1/2017;null
16,260;43;3,708;2,014;002440;1/1/2017;null
16,261;43;3,708;2,015;002410;1/1/2017;null
16,262;43;3,708;2,016;000501;1/1/2017;null
16,263;43;3,708;2,017;999999;4/28/2017;null
16,264;47;3,708;2,007;005859;1/1/2017;null
16,265;47;3,708;2,008;007229;1/1/2017;null
16,266;47;3,708;2,011;005213;1/1/2017;null
16,267;47;3,708;2,012;007153;1/1/2017;null
16,268;47;3,708;2,013;007154;1/1/2017;null
16,269;47;3,708;2,014;008497;1/1/2017;null
16,270;47;3,708;2,015;008439;1/1/2017;null
16,271;47;3,708;2,016;005687;1/1/2017;null
16,272;47;3,708;2,017;999999;4/28/2017;null
16,273;12;3,709;2,007;000640;1/1/2017;null
16,274;23;3,709;2,007;014692;1/1/2017;null
16,275;23;3,709;2,008;013058;1/1/2017;null
16,276;23;3,709;2,009;060341;1/1/2017;null
16,277;23;3,709;2,010;040029;1/1/2017;null
16,278;23;3,709;2,011;042823;1/1/2017;null
16,279;23;3,709;2,012;070003;1/1/2017;null
16,280;23;3,709;2,013;035724;1/1/2017;null
16,281;23;3,709;2,014;024396;1/1/2017;null
16,282;23;3,709;2,015;024021;1/1/2017;null
16,283;23;3,709;2,016;018927;1/1/2017;null
16,284;23;3,709;2,017;999999;4/28/2017;null
16,285;30;3,709;2,007;007256;1/1/2017;null
16,286;30;3,709;2,008;010251;1/1/2017;null
16,287;30;3,709;2,009;009526;1/1/2017;null
16,288;30;3,709;2,010;003515;1/1/2017;null
16,289;30;3,709;2,011;002190;1/1/2017;null
16,290;43;3,709;2,008;003917;1/1/2017;null
16,291;43;3,709;2,009;004430;1/1/2017;null
16,292;43;3,709;2,010;005356;1/1/2017;null
16,293;43;3,709;2,011;002322;1/1/2017;null
16,294;43;3,709;2,012;020056;1/1/2017;null
16,295;43;3,709;2,013;020262;1/1/2017;null
16,296;43;3,709;2,014;010551;1/1/2017;null
16,297;43;3,709;2,015;010636;1/1/2017;null
16,298;43;3,709;2,016;052273;1/1/2017;null
16,299;43;3,709;2,017;999999;4/28/2017;null
16,300;47;3,709;2,012;000004;1/1/2017;null
16,301;47;3,709;2,013;000152;1/1/2017;null
16,302;47;3,709;2,014;001116;1/1/2017;null
16,303;47;3,709;2,015;001274;1/1/2017;null
16,304;47;3,709;2,016;003002;1/1/2017;null
16,305;47;3,709;2,017;999999;4/28/2017;null
16,306;64;3,709;2,015;000002;1/1/2017;null
16,307;64;3,709;2,016;000001;1/1/2017;null
16,308;80;3,709;2,007;000175;1/1/2017;null
16,309;80;3,709;2,008;022004;1/1/2017;null
16,310;80;3,709;2,009;100001;1/1/2017;null
16,311;80;3,709;2,010;030523;1/1/2017;null
16,312;80;3,709;2,011;031080;1/1/2017;null
16,313;80;3,709;2,012;044573;1/1/2017;null
16,314;80;3,709;2,013;060268;1/1/2017;null
16,315;80;3,709;2,014;002475;1/1/2017;null
16,316;80;3,709;2,015;004281;1/1/2017;null
16,317;80;3,709;2,016;002490;1/1/2017;null
16,318;80;3,709;2,017;999999;4/28/2017;null
16,319;11;3,710;2,007;000202;1/1/2017;null
16,320;11;3,710;2,008;000298;1/1/2017;null
16,321;11;3,710;2,009;000459;1/1/2017;null
16,322;11;3,710;2,010;000542;1/1/2017;null
16,323;11;3,710;2,011;000658;1/1/2017;null
16,324;11;3,710;2,012;001021;1/1/2017;null
16,325;11;3,710;2,013;000826;1/1/2017;null
16,326;11;3,710;2,014;001489;1/1/2017;null
16,327;11;3,710;2,015;004135;1/1/2017;null
16,328;11;3,710;2,016;003261;1/1/2017;null
16,329;11;3,710;2,017;999999;4/28/2017;null
16,330;19;3,710;2,007;017419;1/1/2017;null
16,331;19;3,710;2,008;019728;1/1/2017;null
16,332;19;3,710;2,009;018163;1/1/2017;null
16,333;19;3,710;2,010;016798;1/1/2017;null
16,334;19;3,710;2,011;021897;1/1/2017;null
16,335;19;3,710;2,012;024016;1/1/2017;null
16,336;19;3,710;2,013;021862;1/1/2017;null
16,337;19;3,710;2,014;023531;1/1/2017;null
16,338;19;3,710;2,015;025800;1/1/2017;null
16,339;19;3,710;2,016;028645;1/1/2017;null
16,340;19;3,710;2,017;999999;4/28/2017;null
16,341;40;3,710;2,012;000089;1/1/2017;null
16,342;40;3,710;2,015;000002;1/1/2017;null
16,343;40;3,710;2,016;000010;1/1/2017;null
16,344;40;3,710;2,017;999999;4/28/2017;null
16,345;51;3,710;2,012;001491;1/1/2017;null
16,346;51;3,710;2,013;002757;1/1/2017;null
16,347;51;3,710;2,014;004124;1/1/2017;null
16,348;51;3,710;2,015;004323;1/1/2017;null
16,349;51;3,710;2,016;004550;1/1/2017;null
16,350;51;3,710;2,017;999999;4/28/2017;null
16,351;16;3,711;2,007;004081;1/1/2017;null
16,352;16;3,711;2,008;004350;1/1/2017;null
16,353;16;3,711;2,009;050422;1/1/2017;null
16,354;16;3,711;2,010;003769;1/1/2017;null
16,355;16;3,711;2,011;051877;1/1/2017;null
16,356;16;3,711;2,012;051923;1/1/2017;null
16,357;16;3,711;2,013;052346;1/1/2017;null
16,358;16;3,711;2,014;013369;1/1/2017;null
16,359;16;3,711;2,015;055328;1/1/2017;null
16,360;16;3,711;2,016;055439;1/1/2017;null
16,361;16;3,711;2,017;999999;4/28/2017;null
16,362;23;3,711;2,007;027516;1/1/2017;null
16,363;23;3,711;2,008;068393;1/1/2017;null
16,364;23;3,711;2,009;100026;1/1/2017;null
16,365;23;3,711;2,010;072084;1/1/2017;null
16,366;23;3,711;2,011;101322;1/1/2017;null
16,367;23;3,711;2,012;065035;1/1/2017;null
16,368;23;3,711;2,013;050042;1/1/2017;null
16,369;23;3,711;2,014;050512;1/1/2017;null
16,370;23;3,711;2,015;093325;1/1/2017;null
16,371;23;3,711;2,016;067634;1/1/2017;null
16,372;23;3,711;2,017;999999;4/28/2017;null
16,373;24;3,711;2,007;020146;1/1/2017;null
16,374;24;3,711;2,008;023535;1/1/2017;null
16,375;24;3,711;2,009;032724;1/1/2017;null
16,376;24;3,711;2,010;018025;1/1/2017;null
16,377;24;3,711;2,011;034678;1/1/2017;null
16,378;24;3,711;2,012;070011;1/1/2017;null
16,379;24;3,711;2,013;070603;1/1/2017;null
16,380;24;3,711;2,014;044005;1/1/2017;null
16,381;24;3,711;2,015;039050;1/1/2017;null
16,382;24;3,711;2,016;057764;1/1/2017;null
16,383;24;3,711;2,017;999999;4/28/2017;null
16,384;27;3,711;2,015;000617;1/1/2017;null
16,385;27;3,711;2,016;000674;1/1/2017;null
16,386;27;3,711;2,017;999999;4/28/2017;null
16,387;48;3,711;2,007;001361;1/1/2017;null
16,388;48;3,711;2,008;011022;1/1/2017;null
16,389;48;3,711;2,009;053570;1/1/2017;null
16,390;48;3,711;2,010;053298;1/1/2017;null
16,391;48;3,711;2,011;112244;1/1/2017;null
16,392;48;3,711;2,012;901372;1/1/2017;null
16,393;48;3,711;2,013;099033;1/1/2017;null
16,394;48;3,711;2,014;400647;1/1/2017;null
16,395;48;3,711;2,015;059934;1/1/2017;null
16,396;48;3,711;2,016;059915;1/1/2017;null
16,397;48;3,711;2,017;999999;4/28/2017;null
16,398;52;3,711;2,015;040114;1/1/2017;null
16,399;52;3,711;2,016;000670;1/1/2017;null
16,400;52;3,711;2,017;999999;4/28/2017;null
16,401;64;3,711;2,015;001754;1/1/2017;null
16,402;64;3,711;2,016;000626;1/1/2017;null
16,403;64;3,711;2,017;999999;4/28/2017;null
16,404;65;3,711;2,015;001903;1/1/2017;null
16,405;65;3,711;2,016;000213;1/1/2017;null
16,406;65;3,711;2,017;999999;4/28/2017;null
16,407;75;3,711;2,015;001514;1/1/2017;null
16,408;75;3,711;2,016;000131;1/1/2017;null
16,409;75;3,711;2,017;999999;4/28/2017;null
16,410;84;3,711;2,016;000120;1/1/2017;null
16,411;84;3,711;2,017;999999;4/28/2017;null
16,412;7;3,712;2,015;000035;1/1/2017;null
16,413;7;3,712;2,016;001653;1/1/2017;null
16,414;7;3,712;2,017;999999;4/28/2017;null
16,415;16;3,712;2,015;350048;1/1/2017;null
16,416;16;3,712;2,016;300396;1/1/2017;null
16,417;16;3,712;2,017;999999;4/28/2017;null
16,418;24;3,712;2,014;001161;1/1/2017;null
16,419;24;3,712;2,015;001133;1/1/2017;null
16,420;24;3,712;2,016;009110;1/1/2017;null
16,421;24;3,712;2,017;999999;4/28/2017;null
16,422;47;3,712;2,014;001266;1/1/2017;null
16,423;47;3,712;2,015;500003;1/1/2017;null
16,424;47;3,712;2,016;400500;1/1/2017;null
16,425;48;3,712;2,016;500027;1/1/2017;null
16,426;48;3,712;2,017;999999;4/28/2017;null
16,427;64;3,712;2,016;200006;1/1/2017;null
16,428;23;3,714;2,007;006750;1/1/2017;null
16,429;23;3,714;2,008;011465;1/1/2017;null
16,430;23;3,714;2,009;014310;1/1/2017;null
16,431;23;3,714;2,010;014267;1/1/2017;null
16,432;23;3,714;2,011;006776;1/1/2017;null
16,433;23;3,714;2,012;006952;1/1/2017;null
16,434;23;3,714;2,013;007353;1/1/2017;null
16,435;23;3,714;2,014;008680;1/1/2017;null
16,436;23;3,714;2,015;010496;1/1/2017;null
16,437;23;3,714;2,016;200011;1/1/2017;null
16,438;23;3,714;2,017;999999;4/28/2017;null
16,439;40;3,714;2,007;005726;1/1/2017;null
16,440;40;3,714;2,008;005847;1/1/2017;null
16,441;40;3,714;2,009;006708;1/1/2017;null
16,442;40;3,714;2,010;006171;1/1/2017;null
16,443;40;3,714;2,011;008058;1/1/2017;null
16,444;40;3,714;2,012;008641;1/1/2017;null
16,445;40;3,714;2,013;009241;1/1/2017;null
16,446;40;3,714;2,014;010336;1/1/2017;null
16,447;40;3,714;2,015;012046;1/1/2017;null
16,448;40;3,714;2,016;013065;1/1/2017;null
16,449;40;3,714;2,017;999999;4/28/2017;null
16,450;80;3,714;2,012;000157;1/1/2017;null
16,451;80;3,714;2,013;001040;1/1/2017;null
16,452;80;3,714;2,014;011946;1/1/2017;null
16,453;80;3,714;2,015;002744;1/1/2017;null
16,454;80;3,714;2,016;037654;1/1/2017;null
16,455;80;3,714;2,017;999999;4/28/2017;null
16,456;6;3,715;2,007;000009;1/1/2017;null
16,457;6;3,715;2,008;000001;1/1/2017;null
16,458;6;3,715;2,009;000031;1/1/2017;null
16,459;6;3,715;2,010;000010;1/1/2017;null
16,460;6;3,715;2,011;000114;1/1/2017;null
16,461;6;3,715;2,012;000068;1/1/2017;null
16,462;24;3,715;2,007;008570;1/1/2017;null
16,463;24;3,715;2,008;006988;1/1/2017;null
16,464;24;3,715;2,009;007414;1/1/2017;null
16,465;24;3,715;2,010;003640;1/1/2017;null
16,466;24;3,715;2,011;005108;1/1/2017;null
16,467;24;3,715;2,012;002836;1/1/2017;null
16,468;24;3,715;2,013;005002;1/1/2017;null
16,469;24;3,715;2,014;009671;1/1/2017;null
16,470;24;3,715;2,015;009473;1/1/2017;null
16,471;24;3,715;2,016;008191;1/1/2017;null
16,472;24;3,715;2,017;999999;4/28/2017;null
16,473;43;3,715;2,014;000256;1/1/2017;null
16,474;43;3,715;2,015;001265;1/1/2017;null
16,475;43;3,715;2,016;000952;1/1/2017;null
16,476;43;3,715;2,017;999999;4/28/2017;null
16,477;47;3,715;2,007;006817;1/1/2017;null
16,478;47;3,715;2,008;008381;1/1/2017;null
16,479;47;3,715;2,009;006557;1/1/2017;null
16,480;47;3,715;2,010;005882;1/1/2017;null
16,481;47;3,715;2,011;005442;1/1/2017;null
16,482;47;3,715;2,012;002430;1/1/2017;null
16,483;47;3,715;2,013;003639;1/1/2017;null
16,484;47;3,715;2,014;006858;1/1/2017;null
16,485;47;3,715;2,015;007255;1/1/2017;null
16,486;47;3,715;2,016;009307;1/1/2017;null
16,487;47;3,715;2,017;999999;4/28/2017;null
16,488;80;3,715;2,007;452168;1/1/2017;null
16,489;80;3,715;2,008;745454;1/1/2017;null
16,490;80;3,715;2,009;545454;1/1/2017;null
16,491;80;3,715;2,010;101010;1/1/2017;null
16,492;80;3,715;2,011;004224;1/1/2017;null
16,493;80;3,715;2,012;001843;1/1/2017;null
16,494;80;3,715;2,013;000170;1/1/2017;null
16,495;80;3,715;2,014;000462;1/1/2017;null
16,496;80;3,715;2,015;000404;1/1/2017;null
16,497;80;3,715;2,016;003215;1/1/2017;null
16,498;80;3,715;2,017;999999;4/28/2017;null
16,499;7;3,716;2,009;001821;1/1/2017;null
16,500;7;3,716;2,010;001818;1/1/2017;null
16,501;7;3,716;2,011;004031;1/1/2017;null
16,502;7;3,716;2,012;003453;1/1/2017;null
16,503;7;3,716;2,013;004114;1/1/2017;null
16,504;7;3,716;2,016;006173;1/1/2017;null
16,505;7;3,716;2,017;999999;4/28/2017;null
16,506;23;3,716;2,016;000684;1/1/2017;null
16,507;23;3,716;2,017;999999;4/28/2017;null
16,508;24;3,716;2,011;002177;1/1/2017;null
16,509;24;3,716;2,012;002180;1/1/2017;null
16,510;24;3,716;2,013;000001;1/1/2017;null
16,511;24;3,716;2,016;000213;1/1/2017;null
16,512;24;3,716;2,017;999999;4/28/2017;null
16,513;40;3,716;2,013;000469;1/1/2017;null
16,514;43;3,716;2,011;004085;1/1/2017;null
16,515;43;3,716;2,012;300240;1/1/2017;null
16,516;43;3,716;2,013;000123;1/1/2017;null
16,517;47;3,716;2,011;008534;1/1/2017;null
16,518;47;3,716;2,012;008097;1/1/2017;null
16,519;47;3,716;2,013;009109;1/1/2017;null
16,520;16;3,717;2,013;000166;1/1/2017;null
16,521;16;3,717;2,014;000261;1/1/2017;null
16,522;16;3,717;2,015;000390;1/1/2017;null
16,523;16;3,717;2,016;000320;1/1/2017;null
16,524;16;3,717;2,017;999999;4/28/2017;null
16,525;24;3,717;2,007;003684;1/1/2017;null
16,526;24;3,717;2,008;004346;1/1/2017;null
16,527;24;3,717;2,009;002916;1/1/2017;null
16,528;24;3,717;2,010;003561;1/1/2017;null
16,529;24;3,717;2,011;003570;1/1/2017;null
16,530;24;3,717;2,012;004822;1/1/2017;null
16,531;24;3,717;2,013;004072;1/1/2017;null
16,532;24;3,717;2,014;005028;1/1/2017;null
16,533;24;3,717;2,015;005664;1/1/2017;null
16,534;24;3,717;2,016;005654;1/1/2017;null
16,535;24;3,717;2,017;999999;4/28/2017;null
16,536;80;3,717;2,007;000397;1/1/2017;null
16,537;80;3,717;2,008;000687;1/1/2017;null
16,538;80;3,717;2,009;000579;1/1/2017;null
16,539;80;3,717;2,010;000525;1/1/2017;null
16,540;80;3,717;2,011;001350;1/1/2017;null
16,541;80;3,717;2,012;001810;1/1/2017;null
16,542;80;3,717;2,013;001271;1/1/2017;null
16,543;80;3,717;2,014;001010;1/1/2017;null
16,544;80;3,717;2,015;000410;1/1/2017;null
16,545;80;3,717;2,016;001109;1/1/2017;null
16,546;80;3,717;2,017;999999;4/28/2017;null
16,547;81;3,717;2,008;005005;1/1/2017;null
16,548;81;3,717;2,009;000539;1/1/2017;null
16,549;81;3,717;2,010;000826;1/1/2017;null
16,550;81;3,717;2,011;001149;1/1/2017;null
16,551;81;3,717;2,012;001586;1/1/2017;null
16,552;81;3,717;2,013;001209;1/1/2017;null
16,553;81;3,717;2,014;001479;1/1/2017;null
16,554;81;3,717;2,015;001625;1/1/2017;null
16,555;81;3,717;2,016;001799;1/1/2017;null
16,556;81;3,717;2,017;999999;4/28/2017;null
16,557;16;3,718;2,014;000080;1/1/2017;null
16,558;16;3,718;2,015;000876;1/1/2017;null
16,559;16;3,718;2,016;000742;1/1/2017;null
16,560;16;3,718;2,017;999999;4/28/2017;null
16,561;24;3,718;2,013;000809;1/1/2017;null
16,562;24;3,718;2,014;001119;1/1/2017;null
16,563;24;3,718;2,015;001339;1/1/2017;null
16,564;24;3,718;2,016;001459;1/1/2017;null
16,565;24;3,718;2,017;999999;4/28/2017;null
16,566;43;3,718;2,014;000018;1/1/2017;null
16,567;43;3,718;2,015;000023;1/1/2017;null
16,568;47;3,718;2,014;000094;1/1/2017;null
16,569;47;3,718;2,015;000405;1/1/2017;null
16,570;47;3,718;2,016;000084;1/1/2017;null
16,571;16;3,719;2,015;001053;1/1/2017;null
16,572;16;3,719;2,016;007997;1/1/2017;null
16,573;16;3,719;2,017;999999;4/28/2017;null
16,574;24;3,719;2,007;006951;1/1/2017;null
16,575;24;3,719;2,008;199999;1/1/2017;null
16,576;24;3,719;2,009;009000;1/1/2017;null
16,577;24;3,719;2,010;000826;1/1/2017;null
16,578;24;3,719;2,011;000388;1/1/2017;null
16,579;24;3,719;2,012;002003;1/1/2017;null
16,580;24;3,719;2,013;001685;1/1/2017;null
16,581;24;3,719;2,014;002933;1/1/2017;null
16,582;24;3,719;2,015;004049;1/1/2017;null
16,583;24;3,719;2,016;007059;1/1/2017;null
16,584;24;3,719;2,017;999999;4/28/2017;null
16,585;51;3,719;2,007;002933;1/1/2017;null
16,586;51;3,719;2,008;003346;1/1/2017;null
16,587;51;3,719;2,009;002071;1/1/2017;null
16,588;51;3,719;2,010;002043;1/1/2017;null
16,589;51;3,719;2,011;004566;1/1/2017;null
16,590;51;3,719;2,012;004081;1/1/2017;null
16,591;51;3,719;2,013;004407;1/1/2017;null
16,592;51;3,719;2,014;007520;1/1/2017;null
16,593;51;3,719;2,015;007454;1/1/2017;null
16,594;51;3,719;2,016;008102;1/1/2017;null
16,595;51;3,719;2,017;999999;4/28/2017;null
16,596;80;3,719;2,007;006076;1/1/2017;null
16,597;80;3,719;2,008;003790;1/1/2017;null
16,598;80;3,719;2,009;001051;1/1/2017;null
16,599;80;3,719;2,010;000517;1/1/2017;null
16,600;80;3,719;2,011;000012;1/1/2017;null
16,601;80;3,719;2,012;000593;1/1/2017;null
16,602;81;3,719;2,007;000149;1/1/2017;null
16,603;81;3,719;2,008;000388;1/1/2017;null
16,604;81;3,719;2,009;000454;1/1/2017;null
16,605;81;3,719;2,010;001061;1/1/2017;null
16,606;81;3,719;2,011;100001;1/1/2017;null
16,607;81;3,719;2,012;001620;1/1/2017;null
16,608;81;3,719;2,013;001502;1/1/2017;null
16,609;81;3,719;2,014;001383;1/1/2017;null
16,610;81;3,719;2,015;002081;1/1/2017;null
16,611;81;3,719;2,016;002424;1/1/2017;null
16,612;81;3,719;2,017;999999;4/28/2017;null
16,613;16;3,720;2,007;001501;1/1/2017;null
16,614;16;3,720;2,008;800055;1/1/2017;null
16,615;16;3,720;2,009;001492;1/1/2017;null
16,616;16;3,720;2,010;001406;1/1/2017;null
16,617;16;3,720;2,015;000290;1/1/2017;null
16,618;16;3,720;2,016;001787;1/1/2017;null
16,619;16;3,720;2,017;999999;4/28/2017;null
16,620;20;3,720;2,007;001786;1/1/2017;null
16,621;20;3,720;2,008;002053;1/1/2017;null
16,622;20;3,720;2,009;001057;1/1/2017;null
16,623;20;3,720;2,010;000745;1/1/2017;null
16,624;20;3,720;2,013;000027;1/1/2017;null
16,625;20;3,720;2,014;001805;1/1/2017;null
16,626;20;3,720;2,015;000374;1/1/2017;null
16,627;20;3,720;2,016;000353;1/1/2017;null
16,628;20;3,720;2,017;999999;4/28/2017;null
16,629;43;3,720;2,007;000662;1/1/2017;null
16,630;43;3,720;2,008;000738;1/1/2017;null
16,631;43;3,720;2,009;000393;1/1/2017;null
16,632;43;3,720;2,016;000165;1/1/2017;null
16,633;43;3,720;2,017;999999;4/28/2017;null
16,634;47;3,720;2,007;000717;1/1/2017;null
16,635;47;3,720;2,008;000739;1/1/2017;null
16,636;47;3,720;2,009;000497;1/1/2017;null
16,637;47;3,720;2,010;000431;1/1/2017;null
16,638;47;3,720;2,014;000152;1/1/2017;null
16,639;47;3,720;2,016;000527;1/1/2017;null
16,640;47;3,720;2,017;999999;4/28/2017;null
16,641;19;3,721;2,011;000027;1/1/2017;null
16,642;19;3,721;2,012;000111;1/1/2017;null
16,643;19;3,721;2,013;000057;1/1/2017;null
16,644;19;3,721;2,014;000042;1/1/2017;null
16,645;23;3,721;2,007;002249;1/1/2017;null
16,646;23;3,721;2,008;002473;1/1/2017;null
16,647;23;3,721;2,009;002774;1/1/2017;null
16,648;23;3,721;2,010;003986;1/1/2017;null
16,649;23;3,721;2,011;004974;1/1/2017;null
16,650;23;3,721;2,012;004704;1/1/2017;null
16,651;23;3,721;2,013;005137;1/1/2017;null
16,652;23;3,721;2,014;001629;1/1/2017;null
16,653;23;3,721;2,015;002145;1/1/2017;null
16,654;23;3,721;2,016;002718;1/1/2017;null
16,655;23;3,721;2,017;999999;4/28/2017;null
16,656;40;3,721;2,009;000003;1/1/2017;null
16,657;40;3,721;2,010;010111;1/1/2017;null
16,658;40;3,721;2,011;011473;1/1/2017;null
16,659;40;3,721;2,012;012292;1/1/2017;null
16,660;40;3,721;2,013;011900;1/1/2017;null
16,661;40;3,721;2,014;011896;1/1/2017;null
16,662;40;3,721;2,015;012177;1/1/2017;null
16,663;40;3,721;2,016;012800;1/1/2017;null
16,664;40;3,721;2,017;999999;4/28/2017;null
16,665;27;3,722;2,007;000740;1/1/2017;null
16,666;27;3,722;2,008;001061;1/1/2017;null
16,667;27;3,722;2,009;001235;1/1/2017;null
16,668;27;3,722;2,010;001263;1/1/2017;null
16,669;27;3,722;2,011;101036;1/1/2017;null
16,670;27;3,722;2,012;001186;1/1/2017;null
16,671;27;3,722;2,013;000206;1/1/2017;null
16,672;44;3,722;2,007;002162;1/1/2017;null
16,673;44;3,722;2,008;001615;1/1/2017;null
16,674;44;3,722;2,009;000252;1/1/2017;null
16,675;44;3,722;2,013;000454;1/1/2017;null
16,676;44;3,722;2,014;000022;1/1/2017;null
16,677;44;3,722;2,015;000179;1/1/2017;null
16,678;44;3,722;2,016;000549;1/1/2017;null
16,679;44;3,722;2,017;999999;4/28/2017;null
16,680;47;3,722;2,007;002271;1/1/2017;null
16,681;47;3,722;2,008;001456;1/1/2017;null
16,682;47;3,722;2,009;001271;1/1/2017;null
16,683;47;3,722;2,010;001260;1/1/2017;null
16,684;47;3,722;2,011;001146;1/1/2017;null
16,685;47;3,722;2,012;001278;1/1/2017;null
16,686;47;3,722;2,013;001396;1/1/2017;null
16,687;47;3,722;2,014;000076;1/1/2017;null
16,688;47;3,722;2,016;000128;1/1/2017;null
16,689;47;3,722;2,017;999999;4/28/2017;null
16,690;16;3,724;2,007;007725;1/1/2017;null
16,691;16;3,724;2,008;008486;1/1/2017;null
16,692;16;3,724;2,009;005551;1/1/2017;null
16,693;16;3,724;2,010;005120;1/1/2017;null
16,694;16;3,724;2,011;006558;1/1/2017;null
16,695;16;3,724;2,012;006197;1/1/2017;null
16,696;16;3,724;2,013;005803;1/1/2017;null
16,697;16;3,724;2,014;009614;1/1/2017;null
16,698;16;3,724;2,015;006958;1/1/2017;null
16,699;16;3,724;2,016;006638;1/1/2017;null
16,700;16;3,724;2,017;999999;4/28/2017;null
16,701;24;3,724;2,007;000792;1/1/2017;null
16,702;24;3,724;2,008;000782;1/1/2017;null
16,703;24;3,724;2,009;000742;1/1/2017;null
16,704;24;3,724;2,010;000844;1/1/2017;null
16,705;24;3,724;2,011;000704;1/1/2017;null
16,706;24;3,724;2,012;000881;1/1/2017;null
16,707;24;3,724;2,013;001066;1/1/2017;null
16,708;24;3,724;2,014;000976;1/1/2017;null
16,709;24;3,724;2,015;001133;1/1/2017;null
16,710;24;3,724;2,016;000762;1/1/2017;null
16,711;24;3,724;2,017;999999;4/28/2017;null
16,712;51;3,724;2,008;000725;1/1/2017;null
16,713;51;3,724;2,009;001672;1/1/2017;null
16,714;51;3,724;2,010;002569;1/1/2017;null
16,715;51;3,724;2,011;003582;1/1/2017;null
16,716;51;3,724;2,012;002533;1/1/2017;null
16,717;51;3,724;2,013;003934;1/1/2017;null
16,718;51;3,724;2,014;004539;1/1/2017;null
16,719;51;3,724;2,015;005857;1/1/2017;null
16,720;51;3,724;2,016;004058;1/1/2017;null
16,721;51;3,724;2,017;999999;4/28/2017;null
16,722;73;3,724;2,007;003866;1/1/2017;null
16,723;73;3,724;2,008;004259;1/1/2017;null
16,724;73;3,724;2,009;002495;1/1/2017;null
16,725;73;3,724;2,010;002497;1/1/2017;null
16,726;73;3,724;2,011;003606;1/1/2017;null
16,727;73;3,724;2,012;002621;1/1/2017;null
16,728;73;3,724;2,013;002042;1/1/2017;null
16,729;73;3,724;2,014;001594;1/1/2017;null
16,730;73;3,724;2,015;001276;1/1/2017;null
16,731;73;3,724;2,016;001083;1/1/2017;null
16,732;73;3,724;2,017;999999;4/28/2017;null
16,733;30;3,725;2,007;004950;1/1/2017;null
16,734;30;3,725;2,008;014273;1/1/2017;null
16,735;30;3,725;2,009;099999;1/1/2017;null
16,736;30;3,725;2,010;016390;1/1/2017;null
16,737;30;3,725;2,011;020092;1/1/2017;null
16,738;30;3,725;2,012;019063;1/1/2017;null
16,739;30;3,725;2,013;022474;1/1/2017;null
16,740;30;3,725;2,014;016099;1/1/2017;null
16,741;7;3,726;2,007;029263;1/1/2017;null
16,742;7;3,726;2,008;028883;1/1/2017;null
16,743;7;3,726;2,009;032801;1/1/2017;null
16,744;7;3,726;2,010;024789;1/1/2017;null
16,745;7;3,726;2,011;040028;1/1/2017;null
16,746;7;3,726;2,012;131410;1/1/2017;null
16,747;7;3,726;2,013;033810;1/1/2017;null
16,748;7;3,726;2,014;032269;1/1/2017;null
16,749;7;3,726;2,015;024513;1/1/2017;null
16,750;7;3,726;2,016;023386;1/1/2017;null
16,751;7;3,726;2,017;999999;4/28/2017;null
16,752;24;3,726;2,008;000339;1/1/2017;null
16,753;24;3,726;2,009;000051;1/1/2017;null
16,754;24;3,726;2,010;000044;1/1/2017;null
16,755;24;3,726;2,011;000046;1/1/2017;null
16,756;24;3,726;2,012;000001;1/1/2017;null
16,757;24;3,726;2,014;018756;1/1/2017;null
16,758;24;3,726;2,015;000043;1/1/2017;null
16,759;24;3,726;2,016;000154;1/1/2017;null
16,760;24;3,726;2,017;999999;4/28/2017;null
16,761;67;3,726;2,010;000191;1/1/2017;null
16,762;67;3,726;2,011;003868;1/1/2017;null
16,763;67;3,726;2,012;002468;1/1/2017;null
16,764;67;3,726;2,013;006386;1/1/2017;null
16,765;67;3,726;2,014;002658;1/1/2017;null
16,766;67;3,726;2,015;000016;1/1/2017;null
16,767;67;3,726;2,016;000001;1/1/2017;null
16,768;80;3,726;2,007;000722;1/1/2017;null
16,769;80;3,726;2,008;000643;1/1/2017;null
16,770;80;3,726;2,009;000643;1/1/2017;null
16,771;80;3,726;2,010;000728;1/1/2017;null
16,772;80;3,726;2,011;009001;1/1/2017;null
16,773;80;3,726;2,012;000441;1/1/2017;null
16,774;80;3,726;2,016;000037;1/1/2017;null
16,775;80;3,726;2,017;999999;4/28/2017;null
16,776;6;3,727;2,007;000293;1/1/2017;null
16,777;6;3,727;2,008;000054;1/1/2017;null
16,778;16;3,727;2,007;000479;1/1/2017;null
16,779;16;3,727;2,008;000130;1/1/2017;null
16,780;19;3,727;2,016;001368;1/1/2017;null
16,781;19;3,727;2,017;999999;4/28/2017;null
16,782;30;3,727;2,007;800000;1/1/2017;null
16,783;30;3,727;2,008;999990;1/1/2017;null
16,784;47;3,727;2,007;708389;1/1/2017;null
