ID;ACTIVO;CREADO;CREADOPOR_USERID;MODIFICADO;MODIFICADOPOR_USERID;CLAVE;NOMBRE;DESCRIPCION;NOTA;FECHAINICIO;FECHAFIN;SIMBOLO;BANDERA
186;S;22.01.2022 07:49;;22.01.2022 07:49;;XNA;No disponible;;;01.06.2021;;;Embalaje
187;S;22.01.2022 07:49;;22.01.2022 07:49;;XNE;Sin empaque o no empaquetado;;;01.06.2021;;;Embalaje
188;S;22.01.2022 07:49;;22.01.2022 07:49;;XNF;Sin empaque o no empaquetado, unidad simple;;;01.06.2021;;;Embalaje
189;S;22.01.2022 07:49;;22.01.2022 07:49;;XNG;Sin empaque o no empaquetado, unidades múltiples;;;01.06.2021;;;Embalaje
190;S;22.01.2022 07:49;;22.01.2022 07:49;;XNS;Caja nido;;;01.06.2021;;;Embalaje
191;S;22.01.2022 07:49;;22.01.2022 07:49;;XNT;Red;;;01.06.2021;;;Embalaje
192;S;22.01.2022 07:49;;22.01.2022 07:49;;XNU;Red de plástico con tubo;;;01.06.2021;;;Embalaje
193;S;22.01.2022 07:49;;22.01.2022 07:49;;XNV;Red textil con tubo;;;01.06.2021;;;Embalaje
194;S;22.01.2022 07:49;;22.01.2022 07:49;;XOA;Pallet, Según la clasificación de la compañía (Commonwealth Handling Equipment Pool (CHEP) 40 cm x 60 cm;Pallet de dimensiones 40 centímetros x 60 centímetros.;;01.06.2021;;;Embalaje
195;S;22.01.2022 07:49;;22.01.2022 07:49;;XOB;Pallet, Según la clasificación de la compañía (Commonwealth Handling Equipment Pool (CHEP) 80 cm x 120 cm;Pallet de dimensiones 80 centímetros x 120 centímetros.;;01.06.2021;;;Embalaje
196;S;22.01.2022 07:49;;22.01.2022 07:49;;XOC;Pallet, Según la clasificación de la compañía (Commonwealth Handling Equipment Pool (CHEP) 100 cm x 120 cm;Pallet de dimensiones 100 centímetros x 120 centímetros.;;01.06.2021;;;Embalaje
197;S;22.01.2022 07:49;;22.01.2022 07:49;;XOD;Pallet, AS 4068-1993;Pallet con  estándar australiano de dimensiones 115.5 centímetros x 116.5 centímetros.;;01.06.2021;;;Embalaje
198;S;22.01.2022 07:49;;22.01.2022 07:49;;XOE;Pallet, ISO T11;Pallet con estándar ISO de dimensiones 110 centímetros x 110 centímetros, prevalente en la región Asia-Pacífico.;;01.06.2021;;;Embalaje
199;S;22.01.2022 07:49;;22.01.2022 07:49;;XOF;Plataforma, peso o dimensión no especificada;Plataforma de carga equivalente del Pallet de dimensiones desconocidas o peso desconocido.;;01.06.2021;;;Embalaje
200;S;22.01.2022 07:49;;22.01.2022 07:49;;XOK;Bloque;Una pieza sólida de una sustancia dura, tal como granito, que tiene uno o más lados planos.;;01.06.2021;;;Embalaje
201;S;22.01.2022 07:49;;22.01.2022 07:49;;XOT;Octabin;Envase estándar de cartón de grandes dimensiones para almacenar por ejemplo verduras, gránulos de plástico u otros productos secos.;;01.06.2021;;;Embalaje
202;S;22.01.2022 07:49;;22.01.2022 07:49;;XP2;Charola;Recipiente ancho y abierto, usualmente de metal.;;01.06.2021;;;Embalaje
203;S;22.01.2022 07:49;;22.01.2022 07:49;;XPA;Cajetilla;Paquete pequeño.;;01.06.2021;;;Embalaje
204;S;22.01.2022 07:49;;22.01.2022 07:49;;XPB;Pallet, Caja combinada y abierta con caja y pallet.;;;01.06.2021;;;Embalaje
205;S;22.01.2022 07:49;;22.01.2022 07:49;;XPC;Paquete postal;;;01.06.2021;;;Embalaje
206;S;22.01.2022 07:49;;22.01.2022 07:49;;XPD;Pallet modular con collares (80cms * 100cms);Pallet tamaño estándar de dimensiones 80 centímetros por 100 centímetros (cms).;;01.06.2021;;;Embalaje
207;S;22.01.2022 07:49;;22.01.2022 07:49;;XPE;Pallet modular con collares (80cms * 120cms);Pallet tamaño estándar de dimensiones 80 centímetros por 120 centímetros (cms).;;01.06.2021;;;Embalaje
208;S;22.01.2022 07:49;;22.01.2022 07:49;;XPF;Corral;Pequeño recinto abierto para retener animales.;;01.06.2021;;;Embalaje
209;S;22.01.2022 07:49;;22.01.2022 07:49;;XPG;Placa;;;01.06.2021;;;Embalaje
210;S;22.01.2022 07:49;;22.01.2022 07:49;;XPH;Cantaro;;;01.06.2021;;;Embalaje
211;S;22.01.2022 07:49;;22.01.2022 07:49;;XPI;Pleca;;;01.06.2021;;;Embalaje
212;S;22.01.2022 07:49;;22.01.2022 07:49;;XPJ;Canastilla;;;01.06.2021;;;Embalaje
213;S;22.01.2022 07:49;;22.01.2022 07:49;;XPK;Paquete;Unidad de empaque estándar.;;01.06.2021;;;Embalaje
214;S;22.01.2022 07:49;;22.01.2022 07:49;;XPL;Balde;;;01.06.2021;;;Embalaje
215;S;22.01.2022 07:49;;22.01.2022 07:49;;XPN;Tablón;;;01.06.2021;;;Embalaje
216;S;22.01.2022 07:49;;22.01.2022 07:49;;XPO;Bolsa pequeña;;;01.06.2021;;;Embalaje
217;S;22.01.2022 07:49;;22.01.2022 07:49;;XPR;Contenedor de plástico;Recipiente de contención de plástico para retener sustancias o artículos.;;01.06.2021;;;Embalaje
218;S;22.01.2022 07:49;;22.01.2022 07:49;;XPT;Maceta;;;01.06.2021;;;Embalaje
219;S;22.01.2022 07:49;;22.01.2022 07:49;;XPU;Cacerola;;;01.06.2021;;;Embalaje
220;S;22.01.2022 07:49;;22.01.2022 07:49;;XPV;Tubos, con fleje/ agrupados/ armados;;;01.06.2021;;;Embalaje
221;S;22.01.2022 07:49;;22.01.2022 07:49;;XPX;Pallet;Plataforma o caja abierta, generalmente de madera, en la que se conservan las mercancías para facilitar el manejo mecánico durante el transporte y almacenamiento.;;01.06.2021;;;Embalaje
222;S;22.01.2022 07:49;;22.01.2022 07:49;;XPY;Placas con fleje/ agrupados/ armados;;;01.06.2021;;;Embalaje
223;S;22.01.2022 07:49;;22.01.2022 07:49;;XPZ;Tablones con fleje/ agrupados/ armados;;;01.06.2021;;;Embalaje
224;S;22.01.2022 07:49;;22.01.2022 07:49;;XQA;Tambor de acero con cabeza no desmontable;;;01.06.2021;;;Embalaje
225;S;22.01.2022 07:49;;22.01.2022 07:49;;XQB;Tambor de  acero con cabeza extraíble;;;01.06.2021;;;Embalaje
226;S;22.01.2022 07:49;;22.01.2022 07:49;;XQC;Tambor de aluminio con cabeza no extraíble;;;01.06.2021;;;Embalaje
227;S;22.01.2022 07:49;;22.01.2022 07:49;;XQD;Tambor de aluminio con cabeza extraíble;;;01.06.2021;;;Embalaje
228;S;22.01.2022 07:49;;22.01.2022 07:49;;XQF;Tambor, plástico con cabeza no desmontable;;;01.06.2021;;;Embalaje
229;S;22.01.2022 07:49;;22.01.2022 07:49;;XQG;Tambor, plástico, cabeza extraíble;;;01.06.2021;;;Embalaje
230;S;22.01.2022 07:49;;22.01.2022 07:49;;XQH;Barril de madera con tapón;;;01.06.2021;;;Embalaje
231;S;22.01.2022 07:49;;22.01.2022 07:49;;XQJ;Barril de madera con cabeza desprendible;;;01.06.2021;;;Embalaje
232;S;22.01.2022 07:49;;22.01.2022 07:49;;XQK;Bidón de acero con cabeza no desmontable;;;01.06.2021;;;Embalaje
233;S;22.01.2022 07:49;;22.01.2022 07:49;;XQL;Bidón de acero con cabeza desmontable;;;01.06.2021;;;Embalaje
234;S;22.01.2022 07:49;;22.01.2022 07:49;;XQM;Bidón de plástico con cabeza no desmontable;;;01.06.2021;;;Embalaje
235;S;22.01.2022 07:49;;22.01.2022 07:49;;XQN;Bidón de plástico con cabeza extraíble;;;01.06.2021;;;Embalaje
236;S;22.01.2022 07:49;;22.01.2022 07:49;;XQP;Caja de madera natural estándar;;;01.06.2021;;;Embalaje
237;S;22.01.2022 07:49;;22.01.2022 07:49;;XQQ;Caja de madera natural con muros a prueba de filtraciones;;;01.06.2021;;;Embalaje
238;S;22.01.2022 07:49;;22.01.2022 07:49;;XQR;Caja de plástico expandida;;;01.06.2021;;;Embalaje
239;S;22.01.2022 07:49;;22.01.2022 07:49;;XQS;Caja de plástico sólida;;;01.06.2021;;;Embalaje
240;S;22.01.2022 07:49;;22.01.2022 07:49;;XRD;Rod;;;01.06.2021;;;Embalaje
241;S;22.01.2022 07:49;;22.01.2022 07:49;;XRG;Anillo;;;01.06.2021;;;Embalaje
242;S;22.01.2022 07:49;;22.01.2022 07:49;;XRJ;Estante, Perchero para ropa;;;01.06.2021;;;Embalaje
243;S;22.01.2022 07:49;;22.01.2022 07:49;;XRK;Estante;;;01.06.2021;;;Embalaje
244;S;22.01.2022 07:49;;22.01.2022 07:49;;XRL;Carrete;Dispositivo giratorio cilíndrico con un reborde en cada extremo en el que se enrollan los materiales.;;01.06.2021;;;Embalaje
245;S;22.01.2022 07:49;;22.01.2022 07:49;;XRO;Rollo;;;01.06.2021;;;Embalaje
246;S;22.01.2022 07:49;;22.01.2022 07:49;;XRT;Red Roja;Material de confinamiento hecho de redes de malla roja para retener artículos (por ejemplo árboles).;;01.06.2021;;;Embalaje
247;S;22.01.2022 07:49;;22.01.2022 07:49;;XRZ;Varillas  con fleje/ agrupados/ armados;;;01.06.2021;;;Embalaje
248;S;22.01.2022 07:49;;22.01.2022 07:49;;XSA;Saco;;;01.06.2021;;;Embalaje
249;S;22.01.2022 07:49;;22.01.2022 07:49;;XSB;Losa;;;01.06.2021;;;Embalaje
250;S;22.01.2022 07:49;;22.01.2022 07:49;;XSC;Cajón poco profundo;;;01.06.2021;;;Embalaje
251;S;22.01.2022 07:49;;22.01.2022 07:49;;XSD;Huso;;;01.06.2021;;;Embalaje
252;S;22.01.2022 07:49;;22.01.2022 07:49;;XSE;Baúl;;;01.06.2021;;;Embalaje
253;S;22.01.2022 07:49;;22.01.2022 07:49;;XSH;Bolsa pequeña hermética;;;01.06.2021;;;Embalaje
254;S;22.01.2022 07:49;;22.01.2022 07:49;;XSI;Patín;Una plataforma o plataforma móvil baja para facilitar el manejo y transporte de mercancías.;;01.06.2021;;;Embalaje
255;S;22.01.2022 07:49;;22.01.2022 07:49;;XSK;Carcasa esqueleto;;;01.06.2021;;;Embalaje
256;S;22.01.2022 07:49;;22.01.2022 07:49;;XSL;Hoja de deslizamiento;Láminas de plástico duro se utilizan principalmente como la base sobre la cual apilan mercancías para optimizar el espacio dentro de un contenedor. Puede utilizarse como alternativa a un embalaje paletizado.;;01.06.2021;;;Embalaje
257;S;22.01.2022 07:49;;22.01.2022 07:49;;XSM;Hoja de metal;;;01.06.2021;;;Embalaje
258;S;22.01.2022 07:49;;22.01.2022 07:49;;XSO;Carrete pequeño;Contenedor de empaque utilizado en el transporte de artículos tales como alambre, cable, cinta e hilo.;;01.06.2021;;;Embalaje
259;S;22.01.2022 07:49;;22.01.2022 07:49;;XSP;Hoja de empaque de plástico;;;01.06.2021;;;Embalaje
260;S;22.01.2022 07:49;;22.01.2022 07:49;;XSS;Cajón de acero;;;01.06.2021;;;Embalaje
261;S;22.01.2022 07:49;;22.01.2022 07:49;;XSU;Maleta;;;01.06.2021;;;Embalaje
262;S;22.01.2022 07:49;;22.01.2022 07:49;;XSV;Sobre de acero;;;01.06.2021;;;Embalaje
263;S;22.01.2022 07:49;;22.01.2022 07:49;;XSW;Envoltorio;Mercancías retenidas en una película de plástico transparente que ha sido envuelta alrededor y luego encogido fuertemente a las mercancías.;;01.06.2021;;;Embalaje
264;S;22.01.2022 07:49;;22.01.2022 07:49;;XSY;Manga;;;01.06.2021;;;Embalaje
265;S;22.01.2022 07:49;;22.01.2022 07:49;;XSZ;Hojas  con fleje/ agrupados/ armados;;;01.06.2021;;;Embalaje
266;S;22.01.2022 07:49;;22.01.2022 07:49;;XT1;Tableta;Artículo suelto o sin empaque en forma de barra, bloque o pieza.;;01.06.2021;;;Embalaje
267;S;22.01.2022 07:49;;22.01.2022 07:49;;XTB;Tina;;;01.06.2021;;;Embalaje
268;S;22.01.2022 07:49;;22.01.2022 07:49;;XTC;Caja para té;;;01.06.2021;;;Embalaje
269;S;22.01.2022 07:49;;22.01.2022 07:49;;XTD;Tubo plegable;;;01.06.2021;;;Embalaje
270;S;22.01.2022 07:49;;22.01.2022 07:49;;XTG;Contenedor de tanque genérico;Recipiente especialmente construido para el transporte de líquidos y gases a granel.;;01.06.2021;;;Embalaje
271;S;22.01.2022 07:49;;22.01.2022 07:49;;XTI;Tierce;Barril de 1/6 parte de tonel;;01.06.2021;;;Embalaje
272;S;22.01.2022 07:49;;22.01.2022 07:49;;XTK;Tanque rectangular;;;01.06.2021;;;Embalaje
273;S;22.01.2022 07:49;;22.01.2022 07:49;;XTL;Tina con tapa;;;01.06.2021;;;Embalaje
274;S;22.01.2022 07:49;;22.01.2022 07:49;;XTN;Hojalata;;;01.06.2021;;;Embalaje
275;S;22.01.2022 07:49;;22.01.2022 07:49;;XTO;Tonel;Barril con capacidad para 982 litros;;01.06.2021;;;Embalaje
276;S;22.01.2022 07:49;;22.01.2022 07:49;;XTR;Maletero;;;01.06.2021;;;Embalaje
277;S;22.01.2022 07:49;;22.01.2022 07:49;;XTS;Estructura;;;01.06.2021;;;Embalaje
278;S;22.01.2022 07:49;;22.01.2022 07:49;;XTT;Bolsa de mano;Una gran bolsa o cesto.;;01.06.2021;;;Embalaje
279;S;22.01.2022 07:49;;22.01.2022 07:49;;XTU;Tubo;;;01.06.2021;;;Embalaje
280;S;22.01.2022 07:49;;22.01.2022 07:49;;XTV;Tubo con boquilla;Tubo de plástico, metal o cartón, provisto de una boquilla, que contiene un producto líquido o semilíquido, por ejemplo silicio.;;01.06.2021;;;Embalaje
281;S;22.01.2022 07:49;;22.01.2022 07:49;;XTW;Pallet tricapa;Una paleta ligera hecha de cartón ondulado resistente.;;01.06.2021;;;Embalaje
282;S;22.01.2022 07:49;;22.01.2022 07:49;;XTY;Tanque cilíndrico;;;01.06.2021;;;Embalaje
283;S;22.01.2022 07:49;;22.01.2022 07:49;;XTZ;Tubos  con fleje/ agrupados/ armados;;;01.06.2021;;;Embalaje
284;S;22.01.2022 07:49;;22.01.2022 07:49;;XUC;Sin empaque;;;01.06.2021;;;Embalaje
285;S;22.01.2022 07:49;;22.01.2022 07:49;;XUN;Unidad;Tipo de paquete compuesto de un solo artículo u objeto, no especificado de otro modo como una unidad de equipo de transporte.;;01.06.2021;;;Embalaje
286;S;22.01.2022 07:49;;22.01.2022 07:49;;XVA;Tanque;;;01.06.2021;;;Embalaje
287;S;22.01.2022 07:49;;22.01.2022 07:49;;XVG;Tanque de gas (a 1,031 mbar y 15° C);;;01.06.2021;;;Embalaje
288;S;22.01.2022 07:49;;22.01.2022 07:49;;XVI;Frasco pequeño;;;01.06.2021;;;Embalaje
289;S;22.01.2022 07:49;;22.01.2022 07:49;;XVK;Paquete transportable;Tipo de cajón de madera.;;01.06.2021;;;Embalaje
290;S;22.01.2022 07:49;;22.01.2022 07:49;;XVL;Contenedor para líquidos a granel;;;01.06.2021;;;Embalaje
291;S;22.01.2022 07:49;;22.01.2022 07:49;;XVN;Vehículo;Medio de transporte autopropulsado.;;01.06.2021;;;Embalaje
292;S;22.01.2022 07:49;;22.01.2022 07:49;;XVO;Contenedor para sólido de partículas grandes a granel ("nódulos");;;01.06.2021;;;Embalaje
293;S;22.01.2022 07:49;;22.01.2022 07:49;;XVP;Envasado al vacío;;;01.06.2021;;;Embalaje
294;S;22.01.2022 07:49;;22.01.2022 07:49;;XVQ;Tanque para Gas licuado (a temperatura / presión anormal);;;01.06.2021;;;Embalaje
295;S;22.01.2022 07:49;;22.01.2022 07:49;;XVR;Contenedor para sólidos de partículas granulares a granel (Granos);;;01.06.2021;;;Embalaje
296;S;22.01.2022 07:49;;22.01.2022 07:49;;XVS;Contenedor de chatarra a granel;Chatarra suelta o sin empaquetar transportada a granel.;;01.06.2021;;;Embalaje
297;S;22.01.2022 07:49;;22.01.2022 07:49;;XVY;Contenedor para sólido de partículas finas a granel ("polvos");;;01.06.2021;;;Embalaje
298;S;22.01.2022 07:49;;22.01.2022 07:49;;XWA;Contenedor de granel intermedio;Recipiente reutilizable hecho de metal, plástico, textiles, madera o materiales compuestos utilizados para facilitar el transporte de sólidos y líquidos a granel en volúmenes manejables.;;01.06.2021;;;Embalaje
299;S;22.01.2022 07:49;;22.01.2022 07:49;;XWB;Botella de mimbre;;;01.06.2021;;;Embalaje
300;S;22.01.2022 07:49;;22.01.2022 07:49;;XWC;Contenedor intermedio para gráneles y de acero;;;01.06.2021;;;Embalaje
301;S;22.01.2022 07:49;;22.01.2022 07:49;;XWD;Contenedor intermedio para gráneles y de aluminio;;;01.06.2021;;;Embalaje
302;S;22.01.2022 07:49;;22.01.2022 07:49;;XWF;Contenedor intermedio para gráneles y de metal;;;01.06.2021;;;Embalaje
303;S;22.01.2022 07:49;;22.01.2022 07:49;;XWG;Contenedor intermedio para gráneles y de acero presurizado menor a 10 kpa;;;01.06.2021;;;Embalaje
304;S;22.01.2022 07:49;;22.01.2022 07:49;;XWH;Contenedor intermedio para gráneles y de aluminio, presurizado menor a 10 kpa;;;01.06.2021;;;Embalaje
305;S;22.01.2022 07:49;;22.01.2022 07:49;;XWJ;Contenedor intermedio para gráneles y de metal con una presión de 10 kpa;;;01.06.2021;;;Embalaje
306;S;22.01.2022 07:49;;22.01.2022 07:49;;XWK;Contenedor intermedio para gráneles y de acero para líquido;;;01.06.2021;;;Embalaje
307;S;22.01.2022 07:49;;22.01.2022 07:49;;XWL;Contenedor intermedio para gráneles y de aluminio para líquido;;;01.06.2021;;;Embalaje
308;S;22.01.2022 07:49;;22.01.2022 07:49;;XWM;Contenedor intermedio para gráneles y de metal para líquido;;;01.06.2021;;;Embalaje
309;S;22.01.2022 07:49;;22.01.2022 07:49;;XWN;Contenedor intermedio para gráneles con tejido plástico sin capa con revestimiento;;;01.06.2021;;;Embalaje
310;S;22.01.2022 07:49;;22.01.2022 07:49;;XWP;Contenedor intermedio para gráneles con tejido plástico y recubierto;;;01.06.2021;;;Embalaje
311;S;22.01.2022 07:49;;22.01.2022 07:49;;XWQ;Contenedor intermedio para gráneles con tejido plástico con revestimiento;;;01.06.2021;;;Embalaje
312;S;22.01.2022 07:49;;22.01.2022 07:49;;XWR;Contenedor intermedio para gráneles con tejido plástico, revestido y con forro;;;01.06.2021;;;Embalaje
313;S;22.01.2022 07:49;;22.01.2022 07:49;;XWS;Contenedor intermedio para gráneles con película de plástico;;;01.06.2021;;;Embalaje
314;S;22.01.2022 07:49;;22.01.2022 07:49;;XWT;Contenedor intermedio para gráneles textil sin capa / forro;;;01.06.2021;;;Embalaje
315;S;22.01.2022 07:49;;22.01.2022 07:49;;XWU;Contenedor intermedio para gráneles de madera natural con forro interior;;;01.06.2021;;;Embalaje
316;S;22.01.2022 07:49;;22.01.2022 07:49;;XWV;Contenedor intermedio para gráneles textil recubierto;;;01.06.2021;;;Embalaje
317;S;22.01.2022 07:49;;22.01.2022 07:49;;XWW;Contenedor intermedio para gráneles textil con revestimiento;;;01.06.2021;;;Embalaje
318;S;22.01.2022 07:49;;22.01.2022 07:49;;XWX;Contenedor intermedio para gráneles textil recubierto y con forro;;;01.06.2021;;;Embalaje
319;S;22.01.2022 07:49;;22.01.2022 07:49;;XWY;Contenedor intermedio para gráneles contrachapado con revestimiento interior;;;01.06.2021;;;Embalaje
320;S;22.01.2022 07:49;;22.01.2022 07:49;;XWZ;Contenedor intermedio para gráneles de madera reconstituida con revestimiento interior;;;01.06.2021;;;Embalaje
321;S;22.01.2022 07:49;;22.01.2022 07:49;;XXA;Bolsa de tejido plástico, sin abrigo interior ni forro;;;01.06.2021;;;Embalaje
322;S;22.01.2022 07:49;;22.01.2022 07:49;;XXB;Bolsa de tejido plástico a prueba de filtraciones;;;01.06.2021;;;Embalaje
323;S;22.01.2022 07:49;;22.01.2022 07:49;;XXC;Bolsa de tejido plástico resistente al agua;;;01.06.2021;;;Embalaje
324;S;22.01.2022 07:49;;22.01.2022 07:49;;XXD;Bolsa con película de plástico;;;01.06.2021;;;Embalaje
325;S;22.01.2022 07:49;;22.01.2022 07:49;;XXF;Bolsa textil sin capa ni forro interior;;;01.06.2021;;;Embalaje
326;S;22.01.2022 07:49;;22.01.2022 07:49;;XXG;Bolsa textil a prueba de filtraciones;;;01.06.2021;;;Embalaje
327;S;22.01.2022 07:49;;22.01.2022 07:49;;XXH;Bolsa textil resistente al agua;;;01.06.2021;;;Embalaje
328;S;22.01.2022 07:49;;22.01.2022 07:49;;XXJ;Bolsa de papel multi-pared;;;01.06.2021;;;Embalaje
329;S;22.01.2022 07:49;;22.01.2022 07:49;;XXK;Bolsa de papel multi-pared, resistente al agua;;;01.06.2021;;;Embalaje
330;S;22.01.2022 07:49;;22.01.2022 07:49;;XYA;Empaque compuesto, recipiente de plástico en tambor de acero;;;01.06.2021;;;Embalaje
331;S;22.01.2022 07:49;;22.01.2022 07:49;;XYB;Empaque compuesto, recipiente de plástico en cajas de acero;;;01.06.2021;;;Embalaje
332;S;22.01.2022 07:49;;22.01.2022 07:49;;XYC;Empaque compuesto, recipiente de plástico en tambor de aluminio;;;01.06.2021;;;Embalaje
333;S;22.01.2022 07:49;;22.01.2022 07:49;;XYD;Empaque compuesto, recipiente de plástico en cajón de aluminio;;;01.06.2021;;;Embalaje
334;S;22.01.2022 07:49;;22.01.2022 07:49;;XYF;Empaque compuesto, recipiente de plástico en caja de madera;;;01.06.2021;;;Embalaje
335;S;22.01.2022 07:49;;22.01.2022 07:49;;XYG;Empaque compuesto, recipiente de plástico en tambor de madera contrachapada;;;01.06.2021;;;Embalaje
336;S;22.01.2022 07:49;;22.01.2022 07:49;;XYH;Empaque compuesto, recipiente de plástico en caja de madera contrachapada;;;01.06.2021;;;Embalaje
337;S;22.01.2022 07:49;;22.01.2022 07:49;;XYJ;Empaque compuesto, recipiente de plástico en tambor de fibra;;;01.06.2021;;;Embalaje
338;S;22.01.2022 07:49;;22.01.2022 07:49;;XYK;Empaque compuesto, recipiente de plástico en caja de cartón;;;01.06.2021;;;Embalaje
339;S;22.01.2022 07:49;;22.01.2022 07:49;;XYL;Empaque compuesto, recipiente de plástico en el tambor de plástico;;;01.06.2021;;;Embalaje
340;S;22.01.2022 07:49;;22.01.2022 07:49;;XYM;Empaque compuesto, recipiente de plástico en caja de plástico sólido;;;01.06.2021;;;Embalaje
341;S;22.01.2022 07:49;;22.01.2022 07:49;;XYN;Empaque compuesto, receptáculo de vidrio en tambor de acero;;;01.06.2021;;;Embalaje
342;S;22.01.2022 07:49;;22.01.2022 07:49;;XYP;Empaque compuesto, receptáculo de vidrio en caja de cajas de acero;;;01.06.2021;;;Embalaje
343;S;22.01.2022 07:49;;22.01.2022 07:49;;XYQ;Empaque compuesto, recipiente de vidrio en tambor de aluminio;;;01.06.2021;;;Embalaje
344;S;22.01.2022 07:49;;22.01.2022 07:49;;XYR;Empaque compuesto, receptáculo de vidrio en caja de aluminio;;;01.06.2021;;;Embalaje
345;S;22.01.2022 07:49;;22.01.2022 07:49;;XYS;Empaque compuesto, recipiente de vidrio en caja de madera;;;01.06.2021;;;Embalaje
346;S;22.01.2022 07:49;;22.01.2022 07:49;;XYT;Empaque compuesto, recipiente de vidrio en tambor de madera contrachapada;;;01.06.2021;;;Embalaje
347;S;22.01.2022 07:49;;22.01.2022 07:49;;Xyv;Empaque compuesto, recipiente de vidrio en el cesto de mimbre;;;01.06.2021;;;Embalaje
348;S;22.01.2022 07:49;;22.01.2022 07:49;;XYW;Empaque compuesto, recipiente de vidrio en tambor de fibra;;;01.06.2021;;;Embalaje
349;S;22.01.2022 07:49;;22.01.2022 07:49;;XYX;Empaque compuesto, recipiente de vidrio en caja de cartón;;;01.06.2021;;;Embalaje
350;S;22.01.2022 07:49;;22.01.2022 07:49;;XYY;Empaque compuesto, recipiente de vidrio en paquete de plástico expandible;;;01.06.2021;;;Embalaje
351;S;22.01.2022 07:49;;22.01.2022 07:49;;XYZ;Empaque compuesto, recipiente de vidrio en paquete de plástico sólido;;;01.06.2021;;;Embalaje
352;S;22.01.2022 07:49;;22.01.2022 07:49;;XZA;Contenedor de granel intermedio, papel, multi-pared;;;01.06.2021;;;Embalaje
353;S;22.01.2022 07:49;;22.01.2022 07:49;;XZB;Bolsa grande;;;01.06.2021;;;Embalaje
354;S;22.01.2022 07:49;;22.01.2022 07:49;;XZC;Contenedor intermedio para gráneles de papel, multi-pared y resistente al agua;;;01.06.2021;;;Embalaje
355;S;22.01.2022 07:49;;22.01.2022 07:49;;XZD;Contenedor intermedio para gráneles de plástico rígido, con equipo estructural para sólidos;;;01.06.2021;;;Embalaje
356;S;22.01.2022 07:49;;22.01.2022 07:49;;XZF;Contenedor intermedio para gráneles de plástico rígido, autoportante para sólidos;;;01.06.2021;;;Embalaje
357;S;22.01.2022 07:49;;22.01.2022 07:49;;XZG;Contenedor intermedio para gráneles de plástico rígido, con equipo estructural, presurizado;;;01.06.2021;;;Embalaje
358;S;22.01.2022 07:49;;22.01.2022 07:49;;XZH;Contenedor intermedio para gráneles de plástico rígido, autoportante y presurizado;;;01.06.2021;;;Embalaje
359;S;22.01.2022 07:49;;22.01.2022 07:49;;XZJ;Contenedor intermedio para gráneles de plástico rígido, con equipo estructural para líquidos;;;01.06.2021;;;Embalaje
360;S;22.01.2022 07:49;;22.01.2022 07:49;;XZK;Contenedor intermedio para gráneles de plástico rígido, autoportante, líquidos;;;01.06.2021;;;Embalaje
361;S;22.01.2022 07:49;;22.01.2022 07:49;;XZL;Contenedor intermedio para gráneles, compuesto y de plástico rígido, sólidos;;;01.06.2021;;;Embalaje
362;S;22.01.2022 07:49;;22.01.2022 07:49;;XZM;Contenedor intermedio para gráneles, compuesto y de plástico flexible, sólidos;;;01.06.2021;;;Embalaje
363;S;22.01.2022 07:49;;22.01.2022 07:49;;XZN;Contenedor intermedio para gráneles, compuesto y de plástico rígido, presurizado;;;01.06.2021;;;Embalaje
364;S;22.01.2022 07:49;;22.01.2022 07:49;;XZP;Contenedor intermedio para gráneles, compuesto y de plástico flexible, presurizado;;;01.06.2021;;;Embalaje
365;S;22.01.2022 07:49;;22.01.2022 07:49;;XZQ;Contenedor intermedio para gráneles, compuesto y de plástico rígido, líquidos;;;01.06.2021;;;Embalaje
366;S;22.01.2022 07:49;;22.01.2022 07:49;;XZR;Contenedor intermedio para gráneles, compuesto y de plástico flexible para líquidos;;;01.06.2021;;;Embalaje
367;S;22.01.2022 07:49;;22.01.2022 07:49;;XZS;Contenedor intermedio para gráneles, compuesto;;;01.06.2021;;;Embalaje
368;S;22.01.2022 07:49;;22.01.2022 07:49;;XZT;Contenedor intermedio para gráneles con tablero de fibras;;;01.06.2021;;;Embalaje
369;S;22.01.2022 07:49;;22.01.2022 07:49;;XZU;Contenedor intermedio para gráneles flexible;;;01.06.2021;;;Embalaje
370;S;22.01.2022 07:49;;22.01.2022 07:49;;XZV;Contenedor intermedio para gráneles de metal, distinto del acero;;;01.06.2021;;;Embalaje
371;S;22.01.2022 07:49;;22.01.2022 07:49;;XZW;Contenedor intermedio para gráneles, de madera natural;;;01.06.2021;;;Embalaje
372;S;22.01.2022 07:49;;22.01.2022 07:49;;XZX;Contenedor intermedio para gráneles, de contrachapado;;;01.06.2021;;;Embalaje
373;S;22.01.2022 07:49;;22.01.2022 07:49;;XZY;Contenedor intermedio para gráneles, de madera reconstituida;;;01.06.2021;;;Embalaje
374;S;22.01.2022 07:49;;22.01.2022 07:49;;KGM;Kilogramo;Una unidad de masa igual a mil gramos.;;01.06.2021;;kg;Masa
375;S;22.01.2022 07:49;;22.01.2022 07:49;;MC;Microgramo;;;01.06.2021;;µg;Masa
376;S;22.01.2022 07:49;;22.01.2022 07:49;;DJ;Decagramo;;;01.06.2021;;dag;Masa
377;S;22.01.2022 07:49;;22.01.2022 07:49;;DG;Decigramo;;;01.06.2021;;dg;Masa
