ID;ACTIVO;CREADO;CREADOPOR_USERID;MODIFICADO;MODIFICADOPOR_USERID;CLAVE;NOMBRE
1;S;23.02.2021 16:18;;23.02.2021 16:18;;AUTORIZACIONCXC;NOTA DE AUTORIZACION CXC
