10,003;Cambiar precio abajo del minimo
10,004;Cambiar precio abajo del costo
10,005;Ver precio
10,006;Descuento en compra
10,007;Cambiar costo reposicion
10,008;Abonos cambiar fecha de elaboracion y recepcion
10,009;Retiros del supervisor
10,010;Retiros por pago a proveedores
10,011;Cambiar precio devolucion
10,012;Devolucion sin venta
10,013;Devolver compras sin compra
10,014;Cambiar precio por lista de precio
10,015;Eliminar ventas del dia
10,016;Eliminar ventas de cualquier dia
10,017;Eliminar pedidos / traslados
10,018;Reenviar Traslados
10,019;Agregar Traslados
10,020;Vender a clientes con credito excedido
10,021;Cambiar tasa iva en la venta
10,022;Cambiar de almacen
10,023;Traspasos entre almacenes
10,024;Descuento en venta
10,025;Credito y cobranza clientes
10,026;Cambiar remision a factura
10,027;Facturar de fecha fuera del mes
10,028;Desglose kits en documentos
10,029;Consultar transaccion por folio
10,030;Ver movimientos de producto
10,031;Imprimir cotizaciones
10,032;Cancelar cotizaciones
10,033;Eliminar detalle de cotizacion
10,034;Cancelar/Recrear ventas propias con error de surtido
10,035;Cancelar/Recrear ventas moviles con error de surtido
10,036;Cancelar/Recrear todas ventas con error de surtido
10,037;Ver ventas pendientes de todos los cajeros
10,038;Ver ventas cerradas y canceladas de todos los cajeros
10,039;Abrir ventas cerradas
10,040;Reimprimir compra y orden de compra
10,041;Bitacora ver historial de cambios de clientes
10,042;Bitacora ver historial de cambios de producto
10,043;Analisis cliente
10,044;Retiro de caja consultar de todos los cajeros
10,045;Retiro de caja consultar de cortes no activos
10,046;Retiros de caja permitir registro
10,047;Gastos consultar de todos los cajeros
10,048;Gastos consultar de cortes no activos
10,049;Gastos cancelar de corte actual
10,050;Gastos cancelar de todos los cajeros
10,051;Gastos cancelar de cortes no activos
10,052;Gastos Editar de corte activo actual
10,053;Gastos editar de todos los cajeros
10,054;Gastos editar de cortes no activos
10,055;Gastos agregar mismo corte
10,056;Gastos agregar otro corte
10,057;Cambiar precio otras compras
10,058;Cambiar precio otras salidas
10,059;Editar precios nuevos
10,060;Ver ventas cerradas y pendientes de un corte anterior
10,061;Ventas a futuro (grabarlas)
10,062;Finalizar inventario
10,063;Ver totales en listado de ventas
10,064;Poner Ruta de Embarque en venta
10,068;Agregar productos al surtir ventas a futuro
10,069;Atajo ctrl+p imprimir cotizacion, dejar pendiente y nueva
10,070;Eliminar abonos de clientes otros dias (revertir)
10,071;Eliminar abonos de clientes otros cajeros (revertir)
10,072;Eliminar abonos de clientes mismo dia ( revertir)
10,073;Eliminar abonos de clientes mismo cajero (revertir)
10,074;Editar Corte Actual
10,075;Editar Cortes Pasados
10,078;Ver existencias de todas las sucursales y la matriz
10,079;Ver existencias de la matriz
10,080;Editar bitacora mismo dia
10,081;Editar bitacora otro dia
10,082;Editar bitacora de otro usuario
10,083;Eliminar bitacora mismo dia
10,084;Eliminar bitacora otro dia
10,088;Agregar gasto de otro cajero
10,089;Modificar estado de bitacora
10,090;Agregar Guia
10,091;Editar Guia - Fecha Actual
10,092;Editar Guia - Fecha Pasada
10,093;Editar Guia - Cajero Actual
10,094;Editar Guia - Otro Cajero
10,095;Recibir Guia
10,096;Pago terminal bancomer
10,097;Editar precios por cliente
10,098;Otorgar Descuentos por Linea a Clientes
10,099;Ingresar gastos adicionales en compra
10,100;Asignar vendedor ejecutivo para venta especifica
10,101;Importar compras
10,103;Borrar todas las promociones
10,104;Consultar Docto en Paralelo
10,105;Ver saldo en listado de proveedores
10,106;Ver saldo en listado de clientes
10,107;Ordenar detalles por descripcion en venta
10,108;Modificar parametro : Incluir pagos de serv. en consolidado
10,109;Agregar deposito
10,110;Agregar deposito otro corte
10,111;Editar deposito
10,112;Cancelar deposito
10,113;Consultar depositos
10,114;Consultar depositos otros cortes
10,115;Permitir pago con tarjeta sin pinpad si esta configurada
10,116;Relacionar proveedor con cliente
10,117;Consultar ventas pendientes de varios dias
10,118;Extenar iva a cliente
10,119;Imprimir directamente ticket factura
10,120;Ver existencia de la sucursal al surtir pedido
10,121;Aplicar notas de credito a cortes de un dia anterior
10,122;Aplicar notas de credito a cortes de cuaquier dia anterior
10,123;Ver costo en cambio de precio
10,126;Eliminar pedido movil
10,127;Agregar Fondeo
10,128;Agregar Fondeo Otro Corte
10,129;Cancelar Fondeo
10,130;Consultar Fondeos
10,131;Consultar Fondeos Otro Corte
10,132;Editar Fondeo
10,133;Ver totales de grids
10,134;Agregar retiro de caja otro cajero
10,135;Retiro de caja cancelar de corte actual
10,136;Retiro de caja cancelar de todos los cajeros
10,137;Retiro de caja cancelar de cortes no activos
10,138;Retiro de caja agregar mismo corte
10,139;Retiro de caja agregar otro corte
10,140;Cancelar venta del mismo dia
10,141;Cancelar venta de un dia anterior
10,142;Cancelar venta de cualquier fecha
10,143;Cancelar venta de otro corte
10,144;Aplicar cheques postfechados
10,145;Desaplicar cheques postfechados
10,146;Cambiar fecha aplicacion cheques postfechados
10,147;Devolver cheques
10,148;Imprimir cotizacion sin tope
10,149;Cambiar descuento comision adicional
10,150;Reimprimir revision de venta
10,151;Cambiar precio traslado
10,152;Alertar de compras nuevas de productos
10,153;Movil Habilitar importacion de precios
10,154;Movil habilitar metodo abreviado importacion productos
10,155;ReImprimir Ticket Contabilidad
10,156;Autorizar referencias bancarias repetidas
10,157;Actualizar fecha automaticamente
11,001;Cambiar Empresa
11,002;Reimprimir Voucher - Bancomer
11,003;Recibir productos con caducidad menor a dias minimos
11,004;Condonar comision tarjeta
