ID;ACTIVO;CREADO;CREADOPOR_USERID;MODIFICADO;MODIFICADOPOR_USERID;CLAVE;DESCRIPCION;FECHAINICIO;FECHAFIN
1;S;22.01.2022 07:53;;22.01.2022 07:53;;01;Operador;01.12.2021;
2;S;22.01.2022 07:53;;22.01.2022 07:53;;02;Propietario;01.12.2021;
3;S;22.01.2022 07:53;;22.01.2022 07:53;;03;Arrendador;01.12.2021;
4;S;22.01.2022 07:53;;22.01.2022 07:53;;04;Notificado;01.12.2021;
